,날짜,use_start_lng,use_start_lat,최저기온(°C),최고기온(°C),강수유무,주간/주말,대여자수
1317,1214,127.245067,36.498814,8.21,9.61,1,1,1.86
2794,1214,127.251881,36.494407,8.21,9.61,1,1,2.3
3018,1214,127.259026,36.495499,8.21,9.61,1,1,19.15
1289,1214,127.251107,36.483183,8.21,9.61,1,1,5.16
1506,1214,127.263429,36.506202,8.21,9.61,1,1,17.25
4243,1214,127.261558,36.491676,8.21,9.61,1,1,6.64
2185,1214,127.251715,36.504355,8.21,9.61,1,1,12.9
1345,1214,127.232672,36.518381,8.21,9.61,1,1,0.43
2129,1214,127.273492,36.505807,8.21,9.61,1,1,5.87
2962,1214,127.274595,36.494794,8.21,9.61,1,1,6.55
2822,1214,127.250465,36.512819,8.21,9.61,1,1,5.66
1618,1214,127.250585,36.484933,8.21,9.61,1,1,1.1
1058,1214,127.307685,36.49915,8.21,9.61,1,1,23.04
2059,1214,127.244934,36.494836,8.21,9.61,1,1,3.29
4145,1214,127.262043,36.507427,8.21,9.61,1,1,22.99
1933,1214,127.248717,36.498982,8.21,9.61,1,1,2.88
4173,1214,127.245502,36.517797,8.21,9.61,1,1,2.2
2178,1214,127.249746,36.494938,8.21,9.61,1,1,14.05
3326,1214,127.265018,36.487162,8.21,9.61,1,1,4.38
1324,1214,127.238061,36.502561,8.21,9.61,1,1,2.57
2976,1214,127.300345,36.485543,8.21,9.61,1,1,11.99
1331,1214,127.234265,36.506451,8.21,9.61,1,1,1.2
1485,1214,127.302129,36.487293,8.21,9.61,1,1,1.25
43,1214,127.274299,36.469017,8.21,9.61,1,1,13.94
2969,1214,127.299561,36.503421,8.21,9.61,1,1,3.71
4264,1214,127.322201,36.493163,8.21,9.61,1,1,15.09
1338,1214,127.234014,36.510417,8.21,9.61,1,1,4.81
2815,1214,127.262638,36.491111,8.21,9.61,1,1,15.9
3011,1214,127.262159,36.487447,8.21,9.61,1,1,16.78
1660,1214,127.309124,36.497413,8.21,9.61,1,1,9.85
1030,1214,127.289963,36.602844,8.21,9.61,1,1,8.28
4096,1214,127.291207,36.479361,8.21,9.61,1,1,19.9
1100,1214,127.243027,36.510859,8.21,9.61,1,1,9.02
211,1214,127.244876,36.489645,8.21,9.61,1,1,1.25
4117,1214,127.260966,36.497021,8.21,9.61,1,1,62.22
1590,1214,127.253183,36.511586,8.21,9.61,1,1,1.14
2619,1214,127.249595,36.511492,8.21,9.61,1,1,3.37
3375,1214,127.255243,36.486866,8.21,9.61,1,1,13.74
1121,1214,127.298027,36.602414,8.21,9.61,1,1,4.18
134,1214,127.243896,36.505023,8.21,9.61,1,1,6.75
3186,1214,127.23313,36.515171,8.21,9.61,1,1,0.84
2710,1214,127.265278,36.486225,8.21,9.61,1,1,2.68
1114,1214,127.26769,36.525145,8.21,9.61,1,1,1.38
4089,1214,127.300812,36.483993,8.21,9.61,1,1,7.98
1002,1214,127.266949,36.494919,8.21,9.61,1,1,101.82
1646,1214,127.294963,36.602172,8.21,9.61,1,1,7.84
953,1214,127.252334,36.490511,8.21,9.61,1,1,6.6
2080,1214,127.255052,36.49264,8.21,9.61,1,1,16.63
3221,1214,127.24962,36.506615,8.21,9.61,1,1,2.55
3354,1214,127.258432,36.508184,8.21,9.61,1,1,4.17
2626,1214,127.242543,36.514818,8.21,9.61,1,1,5.29
3207,1214,127.243793,36.501713,8.21,9.61,1,1,20.83
1604,1214,127.257664,36.486458,8.21,9.61,1,1,12.87
3361,1214,127.304042,36.496106,8.21,9.61,1,1,2.71
4124,1214,127.255734,36.478032,8.21,9.61,1,1,7.0
4159,1214,127.26726,36.500524,8.21,9.61,1,1,0.72
2661,1214,127.271983,36.502563,8.21,9.61,1,1,9.2
1037,1214,127.245599,36.489613,8.21,9.61,1,1,0.51
1093,1214,127.241516,36.505046,8.21,9.61,1,1,3.38
946,1214,127.256616,36.494054,8.21,9.61,1,1,10.88
1674,1214,127.328621,36.499711,8.21,9.61,1,1,4.93
3214,1214,127.247207,36.502186,8.21,9.61,1,1,5.25
2696,1214,127.254081,36.492507,8.21,9.61,1,1,10.13
1086,1214,127.249603,36.50488,8.21,9.61,1,1,2.78
148,1214,127.252239,36.501901,8.21,9.61,1,1,6.05
2045,1214,127.270002,36.504864,8.21,9.61,1,1,27.89
3298,1214,127.294955,36.478563,8.21,9.61,1,1,8.22
3193,1214,127.23724,36.520021,8.21,9.61,1,1,1.1
2262,1214,127.296809,36.610198,8.21,9.61,1,1,3.21
3277,1214,127.267186,36.504732,8.21,9.61,1,1,18.41
3249,1214,127.249809,36.519458,8.21,9.61,1,1,0.94
2682,1214,127.29061,36.477142,8.21,9.61,1,1,3.16
162,1214,127.249558,36.511749,8.21,9.61,1,1,7.81
4131,1214,127.245724,36.465209,8.21,9.61,1,1,4.07
1051,1214,127.315948,36.500299,8.21,9.61,1,1,9.77
197,1214,127.266978,36.510682,8.21,9.61,1,1,4.39
2647,1214,127.259334,36.51421,8.21,9.61,1,1,14.43
2241,1214,127.27964,36.47092,8.21,9.61,1,1,6.19
2066,1214,127.289331,36.476651,8.21,9.61,1,1,20.96
974,1214,127.250539,36.511454,8.21,9.61,1,1,4.75
2668,1214,127.269458,36.497987,8.21,9.61,1,1,12.2
3256,1214,127.26221,36.515906,8.21,9.61,1,1,6.25
1044,1214,127.293226,36.609976,8.21,9.61,1,1,6.4
4138,1214,127.233067,36.520986,8.21,9.61,1,1,3.75
3333,1214,127.30418,36.492171,8.21,9.61,1,1,19.62
2640,1214,127.261888,36.516176,8.21,9.61,1,1,5.96
2073,1214,127.2417,36.496172,8.21,9.61,1,1,11.19
1079,1214,127.247664,36.486589,8.21,9.61,1,1,4.06
1681,1214,127.259114,36.517504,8.21,9.61,1,1,8.79
3368,1214,127.257635,36.486579,8.21,9.61,1,1,12.41
183,1214,127.25874,36.514673,8.21,9.61,1,1,19.29
4166,1214,127.28319,36.477265,8.21,9.61,1,1,14.64
939,1214,127.260075,36.511757,8.21,9.61,1,1,13.58
1597,1214,127.272159,36.501506,8.21,9.61,1,1,2.15
1107,1214,127.277899,36.469965,8.21,9.61,1,1,6.23
1632,1214,127.269667,36.492533,8.21,9.61,1,1,19.9
3305,1214,127.244926,36.497532,8.21,9.61,1,1,10.22
1009,1214,127.283881,36.472979,8.21,9.61,1,1,8.09
141,1214,127.24873,36.502239,8.21,9.61,1,1,18.56
3200,1214,127.239155,36.516902,8.21,9.61,1,1,1.97
2248,1214,127.31053,36.497748,8.21,9.61,1,1,0.49
2703,1214,127.297462,36.482212,8.21,9.61,1,1,8.35
995,1214,127.256346,36.494621,8.21,9.61,1,1,34.46
3291,1214,127.293302,36.482616,8.21,9.61,1,1,5.14
2654,1214,127.261882,36.510627,8.21,9.61,1,1,15.71
1296,1214,127.250668,36.486754,8.21,9.61,1,1,10.37
2227,1214,127.259576,36.513555,8.21,9.61,1,1,13.64
85,1214,127.243434,36.499395,8.21,9.61,1,1,5.29
3158,1214,127.252129,36.495453,8.21,9.61,1,1,7.73
2087,1214,127.253187,36.475209,8.21,9.61,1,1,13.02
1149,1214,127.255975,36.510809,8.21,9.61,1,1,8.76
1576,1214,127.26063,36.483176,8.21,9.61,1,1,21.23
120,1214,127.251731,36.479975,8.21,9.61,1,1,1.65
3151,1214,127.248148,36.493878,8.21,9.61,1,1,10.17
1156,1214,127.263987,36.528441,8.21,9.61,1,1,6.68
2731,1214,127.289957,36.480167,8.21,9.61,1,1,1.67
3144,1214,127.250338,36.488113,8.21,9.61,1,1,6.96
2724,1214,127.256961,36.490977,8.21,9.61,1,1,69.54
3102,1214,127.298701,36.490841,8.21,9.61,1,1,1.44
99,1214,127.237513,36.506158,8.21,9.61,1,1,1.63
1205,1214,127.323865,36.497535,8.21,9.61,1,1,4.43
2108,1214,127.258088,36.489306,8.21,9.61,1,1,28.89
1247,1214,127.295293,36.485517,8.21,9.61,1,1,0.68
1142,1214,127.254918,36.479067,8.21,9.61,1,1,0.76
2801,1214,127.257568,36.487754,8.21,9.61,1,1,11.39
2752,1214,127.255669,36.485127,8.21,9.61,1,1,-0.92
3165,1214,127.249656,36.498909,8.21,9.61,1,1,5.83
4201,1214,127.302367,36.489461,8.21,9.61,1,1,5.75
2206,1214,127.269628,36.496308,8.21,9.61,1,1,3.0
3109,1214,127.276688,36.472668,8.21,9.61,1,1,5.42
1198,1214,127.261847,36.499833,8.21,9.61,1,1,7.12
1569,1214,127.25736,36.488186,8.21,9.61,1,1,1.47
1163,1214,127.261028,36.490011,8.21,9.61,1,1,25.94
2213,1214,127.276958,36.50224,8.21,9.61,1,1,3.35
4187,1214,127.317611,36.496058,8.21,9.61,1,1,14.45
2220,1214,127.257465,36.486861,8.21,9.61,1,1,14.95
1128,1214,127.258746,36.515305,8.21,9.61,1,1,12.61
2717,1214,127.304452,36.492532,8.21,9.61,1,1,6.62
3172,1214,127.2367,36.506601,8.21,9.61,1,1,4.08
1135,1214,127.324436,36.500307,8.21,9.61,1,1,26.6
1583,1214,127.266287,36.484868,8.21,9.61,1,1,-0.87
127,1214,127.239969,36.508943,8.21,9.61,1,1,3.22
4180,1214,127.266804,36.484644,8.21,9.61,1,1,2.4
78,1214,127.25243,36.490872,8.21,9.61,1,1,6.88
3053,1214,127.32453,36.491178,8.21,9.61,1,1,9.27
1254,1214,127.307863,36.481517,8.21,9.61,1,1,1.6
3095,1214,127.301179,36.486802,8.21,9.61,1,1,7.24
2101,1214,127.30001,36.491935,8.21,9.61,1,1,12.45
1212,1214,127.328434,36.501578,8.21,9.61,1,1,4.39
2759,1214,127.256948,36.487992,8.21,9.61,1,1,18.35
3088,1214,127.297934,36.48315,8.21,9.61,1,1,9.28
92,1214,127.236016,36.501136,8.21,9.61,1,1,4.44
1219,1214,127.267784,36.50953,8.21,9.61,1,1,7.33
1240,1214,127.30788,36.481427,8.21,9.61,1,1,3.2
1541,1214,127.260769,36.503985,8.21,9.61,1,1,-0.57
4215,1214,127.29052,36.477336,8.21,9.61,1,1,27.74
2199,1214,127.263175,36.489469,8.21,9.61,1,1,0.23
1226,1214,127.259176,36.484292,8.21,9.61,1,1,43.15
2766,1214,127.252734,36.487647,8.21,9.61,1,1,4.14
3074,1214,127.323787,36.489735,8.21,9.61,1,1,4.12
1233,1214,127.28909,36.480842,8.21,9.61,1,1,44.32
4208,1214,127.26509,36.524998,8.21,9.61,1,1,11.53
1548,1214,127.258871,36.514066,8.21,9.61,1,1,19.54
4222,1214,127.256811,36.49901,8.21,9.61,1,1,39.01
2773,1214,127.261263,36.505084,8.21,9.61,1,1,11.05
2780,1214,127.248985,36.486916,8.21,9.61,1,1,3.67
3046,1214,127.29294,36.480135,8.21,9.61,1,1,2.91
4229,1214,127.268727,36.528448,8.21,9.61,1,1,3.3
3060,1214,127.2884,36.480947,8.21,9.61,1,1,26.82
2192,1214,127.260765,36.482946,8.21,9.61,1,1,28.55
1520,1214,127.261558,36.481014,8.21,9.61,1,1,15.52
3039,1214,127.260384,36.497497,8.21,9.61,1,1,2.38
1555,1214,127.261902,36.505376,8.21,9.61,1,1,4.02
71,1214,127.256033,36.485805,8.21,9.61,1,1,3.21
2787,1214,127.261713,36.504864,8.21,9.61,1,1,36.33
3032,1214,127.321606,36.490739,8.21,9.61,1,1,16.61
4236,1214,127.264281,36.487586,8.21,9.61,1,1,4.77
1275,1214,127.259123,36.476538,8.21,9.61,1,1,2.5
1513,1214,127.266065,36.515344,8.21,9.61,1,1,7.69
1261,1214,127.303227,36.495907,8.21,9.61,1,1,3.19
3025,1214,127.295035,36.481002,8.21,9.61,1,1,7.99
1268,1214,127.276779,36.472197,8.21,9.61,1,1,3.42
1191,1214,127.305279,36.492846,8.21,9.61,1,1,5.01
1527,1214,127.256992,36.487081,8.21,9.61,1,1,12.05
2745,1214,127.27429,36.505758,8.21,9.61,1,1,2.48
1408,1214,127.257867,36.516062,8.21,9.61,1,1,2.0
2857,1214,127.276504,36.474518,8.21,9.61,1,1,11.98
2892,1214,127.304615,36.496675,8.21,9.61,1,1,9.41
8,1214,127.295439,36.478263,8.21,9.61,1,1,7.61
15,1214,127.2953,36.484876,8.21,9.61,1,1,8.89
1415,1214,127.258868,36.513965,8.21,9.61,1,1,19.54
2885,1214,127.317873,36.494792,8.21,9.61,1,1,9.29
4299,1214,127.266879,36.503281,8.21,9.61,1,1,18.12
2157,1214,127.260933,36.504349,8.21,9.61,1,1,18.93
1422,1214,127.266847,36.512181,8.21,9.61,1,1,4.32
2864,1214,127.310543,36.497302,8.21,9.61,1,1,5.83
2878,1214,127.290559,36.621048,8.21,9.61,1,1,5.07
1429,1214,127.261898,36.508407,8.21,9.61,1,1,31.34
1436,1214,127.269599,36.499517,8.21,9.61,1,1,9.91
1,1214,127.29411,36.484045,8.21,9.61,1,1,10.04
2143,1214,127.256726,36.484572,8.21,9.61,1,1,12.78
2899,1214,127.263266,36.494596,8.21,9.61,1,1,3.18
4292,1214,127.283304,36.486074,8.21,9.61,1,1,8.51
1450,1214,127.285866,36.475092,8.21,9.61,1,1,17.22
3116,1214,127.272908,36.474216,8.21,9.61,1,1,0.84
3004,1214,127.271252,36.503824,8.21,9.61,1,1,16.43
1303,1214,127.243401,36.493183,8.21,9.61,1,1,6.26
1499,1214,127.263471,36.495997,8.21,9.61,1,1,59.09
4250,1214,127.264983,36.505644,8.21,9.61,1,1,38.95
2997,1214,127.28137,36.49906,8.21,9.61,1,1,10.37
2122,1214,127.267443,36.504548,8.21,9.61,1,1,20.0
1443,1214,127.243938,36.493015,8.21,9.61,1,1,14.96
1310,1214,127.252411,36.493288,8.21,9.61,1,1,9.66
2990,1214,127.244675,36.487448,8.21,9.61,1,1,2.7
50,1214,127.25031,36.477601,8.21,9.61,1,1,19.2
57,1214,127.262328,36.479133,8.21,9.61,1,1,10.06
4271,1214,127.248088,36.52161,8.21,9.61,1,1,1.17
2171,1214,127.251968,36.495781,8.21,9.61,1,1,17.5
1359,1214,127.239786,36.510795,8.21,9.61,1,1,2.56
1401,1214,127.251053,36.515796,8.21,9.61,1,1,5.2
2808,1214,127.262017,36.481211,8.21,9.61,1,1,4.73
1282,1214,127.253419,36.481052,8.21,9.61,1,1,6.83
2948,1214,127.262997,36.493776,8.21,9.61,1,1,1.94
1394,1214,127.24582,36.51333,8.21,9.61,1,1,4.82
2927,1214,127.299956,36.485073,8.21,9.61,1,1,17.13
3179,1214,127.22993,36.510399,8.21,9.61,1,1,7.23
64,1214,127.250624,36.48579,8.21,9.61,1,1,8.31
2115,1214,127.265634,36.496111,8.21,9.61,1,1,3.52
3137,1214,127.251332,36.485046,8.21,9.61,1,1,3.17
2906,1214,127.265907,36.506698,8.21,9.61,1,1,41.68
1170,1214,127.263648,36.488571,8.21,9.61,1,1,15.44
2738,1214,127.255838,36.497316,8.21,9.61,1,1,11.51
3130,1214,127.260369,36.479792,8.21,9.61,1,1,17.58
4194,1214,127.259281,36.514435,8.21,9.61,1,1,11.59
1177,1214,127.297101,36.586551,8.21,9.61,1,1,3.2
1562,1214,127.256564,36.493558,8.21,9.61,1,1,5.57
2094,1214,127.266194,36.485519,8.21,9.61,1,1,0.04
106,1214,127.229857,36.51448,8.21,9.61,1,1,-1.0
1184,1214,127.241216,36.51164,8.21,9.61,1,1,11.87
2913,1214,127.292663,36.480504,8.21,9.61,1,1,17.59
2164,1214,127.25878,36.514595,8.21,9.61,1,1,9.96
113,1214,127.230874,36.516825,8.21,9.61,1,1,0.68
1457,1214,127.299684,36.488752,8.21,9.61,1,1,7.7
4285,1214,127.322704,36.49318,8.21,9.61,1,1,10.44
2941,1214,127.258243,36.507789,8.21,9.61,1,1,13.9
29,1214,127.307528,36.482526,8.21,9.61,1,1,5.4
1366,1214,127.246239,36.499491,8.21,9.61,1,1,6.72
2836,1214,127.257111,36.487465,8.21,9.61,1,1,9.62
2934,1214,127.27699,36.47095,8.21,9.61,1,1,9.4
4278,1214,127.305612,36.495824,8.21,9.61,1,1,13.54
1373,1214,127.249992,36.503494,8.21,9.61,1,1,7.93
1471,1214,127.254865,36.474746,8.21,9.61,1,1,14.26
2850,1214,127.248629,36.511553,8.21,9.61,1,1,1.68
2136,1214,127.26186,36.481461,8.21,9.61,1,1,3.2
22,1214,127.307428,36.481462,8.21,9.61,1,1,6.29
1380,1214,127.250999,36.504626,8.21,9.61,1,1,3.76
2843,1214,127.249799,36.504512,8.21,9.61,1,1,8.4
2920,1214,127.248062,36.485904,8.21,9.61,1,1,4.67
1387,1214,127.247866,36.511608,8.21,9.61,1,1,7.14
1464,1214,127.250118,36.495699,8.21,9.61,1,1,9.27
359,1215,127.250539,36.511454,13.0,18.0,1,1,4.75
3943,1215,127.301409,36.487204,13.0,18.0,1,1,7.55
366,1215,127.272229,36.501324,13.0,18.0,1,1,2.49
3936,1215,127.269095,36.481223,13.0,18.0,1,1,-1.43
373,1215,127.2592,36.485165,13.0,18.0,1,1,18.61
3929,1215,127.249401,36.493768,13.0,18.0,1,1,20.1
380,1215,127.256346,36.494621,13.0,18.0,1,1,34.46
394,1215,127.283881,36.472979,13.0,18.0,1,1,8.09
387,1215,127.266949,36.494919,13.0,18.0,1,1,101.82
3915,1215,127.299023,36.480826,13.0,18.0,1,1,14.47
3908,1215,127.275964,36.472159,13.0,18.0,1,1,3.34
401,1215,127.249233,36.505187,13.0,18.0,1,1,15.77
3901,1215,127.244876,36.489645,13.0,18.0,1,1,1.25
408,1215,127.247528,36.490402,13.0,18.0,1,1,5.46
3922,1215,127.246459,36.494778,13.0,18.0,1,1,2.38
3950,1215,127.303937,36.490897,13.0,18.0,1,1,3.86
65,1215,127.250476,36.486842,13.0,18.0,1,1,10.28
3957,1215,127.260151,36.497901,13.0,18.0,1,1,2.59
3894,1215,127.256785,36.501591,13.0,18.0,1,1,39.31
4237,1215,127.261355,36.491474,13.0,18.0,1,1,14.12
72,1215,127.257124,36.487564,13.0,18.0,1,1,11.17
4230,1215,127.267838,36.529558,13.0,18.0,1,1,6.13
79,1215,127.252106,36.492861,13.0,18.0,1,1,10.37
4223,1215,127.249447,36.504891,13.0,18.0,1,1,5.99
86,1215,127.244546,36.499254,13.0,18.0,1,1,2.59
352,1215,127.241438,36.504368,13.0,18.0,1,1,3.88
4216,1215,127.288635,36.476536,13.0,18.0,1,1,14.46
4209,1215,127.258506,36.506927,13.0,18.0,1,1,26.28
100,1215,127.239389,36.507022,13.0,18.0,1,1,9.42
4090,1215,127.259272,36.498197,13.0,18.0,1,1,0.65
219,1215,127.273169,36.47094,13.0,18.0,1,1,2.18
4083,1215,127.280742,36.471162,13.0,18.0,1,1,7.89
226,1215,127.301747,36.485021,13.0,18.0,1,1,5.69
345,1215,127.259548,36.484589,13.0,18.0,1,1,14.65
93,1215,127.239876,36.50235,13.0,18.0,1,1,7.19
415,1215,127.289963,36.602844,13.0,18.0,1,1,8.28
247,1215,127.26861,36.482087,13.0,18.0,1,1,-1.11
422,1215,127.245599,36.489613,13.0,18.0,1,1,0.51
4041,1215,127.26829,36.480811,13.0,18.0,1,1,14.92
268,1215,127.262751,36.496759,13.0,18.0,1,1,24.27
4034,1215,127.247303,36.504762,13.0,18.0,1,1,12.32
275,1215,127.265997,36.501462,13.0,18.0,1,1,-1.1
4027,1215,127.251984,36.490853,13.0,18.0,1,1,7.12
282,1215,127.267301,36.522272,13.0,18.0,1,1,-1.39
4020,1215,127.259844,36.500817,13.0,18.0,1,1,45.2
289,1215,127.262678,36.480336,13.0,18.0,1,1,6.22
4013,1215,127.239875,36.499373,13.0,18.0,1,1,2.78
296,1215,127.25497,36.484967,13.0,18.0,1,1,-0.31
4006,1215,127.259691,36.511538,13.0,18.0,1,1,6.15
303,1215,127.253609,36.488251,13.0,18.0,1,1,4.08
3999,1215,127.259364,36.500987,13.0,18.0,1,1,68.65
310,1215,127.259677,36.501739,13.0,18.0,1,1,44.07
3992,1215,127.255995,36.490854,13.0,18.0,1,1,8.56
261,1215,127.262,36.483099,13.0,18.0,1,1,15.58
3887,1215,127.266978,36.510682,13.0,18.0,1,1,4.39
4048,1215,127.263804,36.495494,13.0,18.0,1,1,28.48
4055,1215,127.272031,36.501221,13.0,18.0,1,1,0.68
3880,1215,127.260707,36.512611,13.0,18.0,1,1,15.07
429,1215,127.293226,36.609976,13.0,18.0,1,1,6.4
3873,1215,127.25874,36.514673,13.0,18.0,1,1,19.29
436,1215,127.315948,36.500299,13.0,18.0,1,1,9.77
3866,1215,127.262583,36.518269,13.0,18.0,1,1,2.72
443,1215,127.307685,36.49915,13.0,18.0,1,1,23.04
3964,1215,127.262309,36.50198,13.0,18.0,1,1,14.77
3404,1215,127.261286,36.503896,13.0,18.0,1,1,30.48
338,1215,127.252334,36.490511,13.0,18.0,1,1,6.6
331,1215,127.256616,36.494054,13.0,18.0,1,1,10.88
4076,1215,127.244891,36.50313,13.0,18.0,1,1,9.3
233,1215,127.248791,36.496976,13.0,18.0,1,1,16.47
4069,1215,127.257046,36.495686,13.0,18.0,1,1,15.83
240,1215,127.295283,36.478607,13.0,18.0,1,1,5.16
4062,1215,127.259421,36.484841,13.0,18.0,1,1,19.86
254,1215,127.302012,36.487034,13.0,18.0,1,1,1.07
4244,1215,127.262421,36.49216,13.0,18.0,1,1,5.02
709,1215,127.238061,36.502561,13.0,18.0,1,1,2.57
4251,1215,127.289834,36.497709,13.0,18.0,1,1,6.09
779,1215,127.24582,36.51333,13.0,18.0,1,1,4.82
3523,1215,127.233067,36.520986,13.0,18.0,1,1,3.75
786,1215,127.251053,36.515796,13.0,18.0,1,1,5.2
681,1215,127.250668,36.486754,13.0,18.0,1,1,10.37
3852,1215,127.249558,36.511749,13.0,18.0,1,1,7.81
450,1215,127.304708,36.484171,13.0,18.0,1,1,5.69
3859,1215,127.250449,36.514286,13.0,18.0,1,1,0.55
4188,1215,127.285486,36.476889,13.0,18.0,1,1,18.37
121,1215,127.237564,36.517281,13.0,18.0,1,1,2.82
4181,1215,127.242839,36.525969,13.0,18.0,1,1,1.66
128,1215,127.240092,36.508769,13.0,18.0,1,1,3.22
4174,1215,127.245721,36.517323,13.0,18.0,1,1,3.77
135,1215,127.244961,36.505519,13.0,18.0,1,1,18.56
4167,1215,127.300929,36.481362,13.0,18.0,1,1,12.74
142,1215,127.250042,36.500706,13.0,18.0,1,1,17.18
3530,1215,127.262043,36.507427,13.0,18.0,1,1,22.99
772,1215,127.247866,36.511608,13.0,18.0,1,1,7.14
3537,1215,127.247783,36.488171,13.0,18.0,1,1,6.42
765,1215,127.250999,36.504626,13.0,18.0,1,1,3.76
317,1215,127.252138,36.484322,13.0,18.0,1,1,5.51
2872,1215,127.303453,36.601647,13.0,18.0,1,1,1.48
716,1215,127.234265,36.506451,13.0,18.0,1,1,1.2
3586,1215,127.302367,36.489461,13.0,18.0,1,1,5.75
723,1215,127.234014,36.510417,13.0,18.0,1,1,4.81
3579,1215,127.259281,36.514435,13.0,18.0,1,1,11.59
730,1215,127.232672,36.518381,13.0,18.0,1,1,0.43
4160,1215,127.267736,36.500118,13.0,18.0,1,1,2.39
3572,1215,127.317611,36.496058,13.0,18.0,1,1,14.45
3565,1215,127.266804,36.484644,13.0,18.0,1,1,2.4
744,1215,127.239786,36.510795,13.0,18.0,1,1,2.56
3558,1215,127.245502,36.517797,13.0,18.0,1,1,2.2
751,1215,127.246239,36.499491,13.0,18.0,1,1,6.72
3551,1215,127.28319,36.477265,13.0,18.0,1,1,14.64
758,1215,127.249992,36.503494,13.0,18.0,1,1,7.93
3544,1215,127.26726,36.500524,13.0,18.0,1,1,0.72
737,1215,127.239164,36.518155,13.0,18.0,1,1,2.23
58,1215,127.248515,36.482801,13.0,18.0,1,1,12.26
149,1215,127.252735,36.501528,13.0,18.0,1,1,10.87
156,1215,127.243538,36.512167,13.0,18.0,1,1,18.49
2,1215,127.288405,36.480258,13.0,18.0,1,1,-2.63
4300,1215,127.317184,36.483881,13.0,18.0,1,1,3.49
9,1215,127.297308,36.479951,13.0,18.0,1,1,11.84
4293,1215,127.263397,36.483728,13.0,18.0,1,1,14.42
16,1215,127.294893,36.485029,13.0,18.0,1,1,2.08
4286,1215,127.243292,36.51207,13.0,18.0,1,1,7.9
23,1215,127.307691,36.480931,13.0,18.0,1,1,10.8
4279,1215,127.3205,36.485792,13.0,18.0,1,1,12.78
30,1215,127.301434,36.493997,13.0,18.0,1,1,2.43
4272,1215,127.263136,36.524612,13.0,18.0,1,1,3.69
37,1215,127.277055,36.472382,13.0,18.0,1,1,3.69
4265,1215,127.322089,36.488489,13.0,18.0,1,1,14.64
44,1215,127.288415,36.479836,13.0,18.0,1,1,-2.91
4258,1215,127.273774,36.469257,13.0,18.0,1,1,13.94
51,1215,127.2549,36.479357,13.0,18.0,1,1,1.65
4202,1215,127.303015,36.490436,13.0,18.0,1,1,11.18
107,1215,127.229409,36.514352,13.0,18.0,1,1,0.21
4195,1215,127.297929,36.601053,13.0,18.0,1,1,4.83
4139,1215,127.233825,36.519781,13.0,18.0,1,1,1.43
4146,1215,127.289234,36.608603,13.0,18.0,1,1,15.49
114,1215,127.231787,36.517593,13.0,18.0,1,1,0.26
163,1215,127.252444,36.5114,13.0,18.0,1,1,4.84
170,1215,127.245395,36.516106,13.0,18.0,1,1,8.02
4132,1215,127.287455,36.479679,13.0,18.0,1,1,1.19
177,1215,127.256521,36.516357,13.0,18.0,1,1,2.67
4125,1215,127.311014,36.5011,13.0,18.0,1,1,4.72
4153,1215,127.302517,36.48525,13.0,18.0,1,1,1.06
184,1215,127.258799,36.514439,13.0,18.0,1,1,1.62
191,1215,127.255733,36.512183,13.0,18.0,1,1,10.15
4111,1215,127.250358,36.48535,13.0,18.0,1,1,2.43
198,1215,127.267945,36.508601,13.0,18.0,1,1,2.16
4104,1215,127.28665,36.594851,13.0,18.0,1,1,3.4
205,1215,127.260127,36.501459,13.0,18.0,1,1,28.14
4097,1215,127.251684,36.470509,13.0,18.0,1,1,21.11
212,1215,127.246134,36.491607,13.0,18.0,1,1,10.56
4118,1215,127.262468,36.496818,13.0,18.0,1,1,6.37
3985,1215,127.254928,36.484807,13.0,18.0,1,1,2.3
2879,1215,127.288727,36.614142,13.0,18.0,1,1,18.57
3978,1215,127.262081,36.480312,13.0,18.0,1,1,17.39
3082,1215,127.294376,36.483899,13.0,18.0,1,1,3.97
989,1215,127.257664,36.486458,13.0,18.0,1,1,12.87
940,1215,127.261902,36.505376,13.0,18.0,1,1,4.02
996,1215,127.25661,36.496023,13.0,18.0,1,1,4.06
2900,1215,127.25981,36.488291,13.0,18.0,1,1,13.55
2886,1215,127.303835,36.481239,13.0,18.0,1,1,20.53
968,1215,127.266287,36.484868,13.0,18.0,1,1,-0.87
1374,1215,127.24989,36.504114,13.0,18.0,1,1,5.05
2914,1215,127.27871,36.473434,13.0,18.0,1,1,8.06
3376,1215,127.255413,36.489045,13.0,18.0,1,1,14.44
3313,1215,127.248722,36.495532,13.0,18.0,1,1,19.06
1409,1215,127.258136,36.515974,13.0,18.0,1,1,6.23
947,1215,127.256564,36.493558,13.0,18.0,1,1,5.57
3334,1215,127.304154,36.491211,13.0,18.0,1,1,3.06
926,1215,127.260769,36.503985,13.0,18.0,1,1,-0.57
3285,1215,127.270092,36.489489,13.0,18.0,1,1,-4.22
933,1215,127.258871,36.514066,13.0,18.0,1,1,19.54
1269,1215,127.276105,36.471763,13.0,18.0,1,1,4.51
3138,1215,127.250956,36.485164,13.0,18.0,1,1,1.81
3026,1215,127.325863,36.501811,13.0,18.0,1,1,8.17
3166,1215,127.251723,36.498332,13.0,18.0,1,1,5.34
1143,1215,127.247185,36.466008,13.0,18.0,1,1,0.87
1276,1215,127.255363,36.475171,13.0,18.0,1,1,11.87
3033,1215,127.321039,36.493527,13.0,18.0,1,1,8.23
3159,1215,127.240739,36.499051,13.0,18.0,1,1,5.26
