,날짜,use_start_lng,use_start_lat,최저기온(°C),최고기온(°C),강수유무,주간/주말,대여자수
73,1216,127.243401,36.493183,0.0,2.0,1,0,5.21
80,1216,127.252411,36.493288,0.0,2.0,1,0,9.51
1543,1216,127.261263,36.505084,0.0,2.0,1,0,3.45
2152,1216,127.256158,36.494057,0.0,2.0,1,0,33.55
2873,1216,127.29728,36.594918,0.0,2.0,1,0,8.09
2796,1216,127.256943,36.491374,0.0,2.0,1,0,38.79
4049,1216,127.250539,36.511454,0.0,2.0,1,0,5.8
3020,1216,127.264983,36.505644,0.0,2.0,1,0,13.81
2285,1216,127.25981,36.488291,0.0,2.0,1,0,16.74
2852,1216,127.231915,36.49982,0.0,2.0,1,0,10.85
2908,1216,127.233067,36.520986,0.0,2.0,1,0,2.94
3006,1216,127.264281,36.487586,0.0,2.0,1,0,7.71
4231,1216,127.263987,36.528441,0.0,2.0,1,0,4.19
2803,1216,127.258087,36.486723,0.0,2.0,1,0,2.73
4105,1216,127.289963,36.602844,0.0,2.0,1,0,19.69
2810,1216,127.262975,36.479914,0.0,2.0,1,0,2.66
4217,1216,127.254918,36.479067,0.0,2.0,1,0,2.18
2257,1216,127.303453,36.601647,0.0,2.0,1,0,8.76
4098,1216,127.247528,36.490402,0.0,2.0,1,0,6.22
2992,1216,127.256811,36.49901,0.0,2.0,1,0,16.73
4245,1216,127.263648,36.488571,0.0,2.0,1,0,17.37
2922,1216,127.247783,36.488171,0.0,2.0,1,0,8.74
4056,1216,127.272229,36.501324,0.0,2.0,1,0,9.01
2187,1216,127.25786,36.487143,0.0,2.0,1,0,8.59
2957,1216,127.317611,36.496058,0.0,2.0,1,0,13.57
2229,1216,127.249936,36.503709,0.0,2.0,1,0,6.58
4154,1216,127.247664,36.486589,0.0,2.0,1,0,4.02
4189,1216,127.26769,36.525145,0.0,2.0,1,0,3.75
2824,1216,127.250704,36.51497,0.0,2.0,1,0,3.24
2936,1216,127.28319,36.477265,0.0,2.0,1,0,21.13
4161,1216,127.249603,36.50488,0.0,2.0,1,0,4.72
2250,1216,127.291021,36.479857,0.0,2.0,1,0,4.08
4112,1216,127.245599,36.489613,0.0,2.0,1,0,2.82
2985,1216,127.29052,36.477336,0.0,2.0,1,0,30.65
4070,1216,127.256346,36.494621,0.0,2.0,1,0,33.59
2915,1216,127.262043,36.507427,0.0,2.0,1,0,12.25
4063,1216,127.2592,36.485165,0.0,2.0,1,0,10.94
3013,1216,127.261558,36.491676,0.0,2.0,1,0,5.81
4238,1216,127.261028,36.490011,0.0,2.0,1,0,29.48
2271,1216,127.303835,36.481239,0.0,2.0,1,0,20.35
2845,1216,127.25016,36.502959,0.0,2.0,1,0,8.81
4091,1216,127.249233,36.505187,0.0,2.0,1,0,16.14
2999,1216,127.268727,36.528448,0.0,2.0,1,0,6.24
3559,1216,127.245721,36.517323,0.0,2.0,1,0,4.45
2530,1216,127.250133,36.489253,0.0,2.0,1,0,16.25
3552,1216,127.300929,36.481362,0.0,2.0,1,0,14.15
3307,1216,127.246459,36.494778,0.0,2.0,1,0,5.52
3545,1216,127.267736,36.500118,0.0,2.0,1,0,2.8
3314,1216,127.249401,36.493768,0.0,2.0,1,0,18.45
2537,1216,127.249472,36.490763,0.0,2.0,1,0,2.43
3538,1216,127.302517,36.48525,0.0,2.0,1,0,4.43
3594,1216,127.258506,36.506927,0.0,2.0,1,0,21.08
2649,1216,127.264529,36.513549,0.0,2.0,1,0,10.54
2509,1216,127.252185,36.478211,0.0,2.0,1,0,2.77
3601,1216,127.288635,36.476536,0.0,2.0,1,0,20.76
2684,1216,127.295566,36.479504,0.0,2.0,1,0,11.47
3657,1216,127.263136,36.524612,0.0,2.0,1,0,4.4
2481,1216,127.301857,36.486763,0.0,2.0,1,0,4.47
2656,1216,127.26414,36.510086,0.0,2.0,1,0,12.14
3300,1216,127.299023,36.480826,0.0,2.0,1,0,6.58
3566,1216,127.242839,36.525969,0.0,2.0,1,0,2.06
2523,1216,127.250956,36.485164,0.0,2.0,1,0,2.39
2264,1216,127.288727,36.614142,0.0,2.0,1,0,20.41
4224,1216,127.255975,36.510809,0.0,2.0,1,0,8.57
2194,1216,127.244231,36.505287,0.0,2.0,1,0,7.71
4084,1216,127.283881,36.472979,0.0,2.0,1,0,13.65
4077,1216,127.266949,36.494919,0.0,2.0,1,0,89.11
3027,1216,127.320032,36.48552,0.0,2.0,1,0,10.53
3398,1216,127.239875,36.499373,0.0,2.0,1,0,2.94
2943,1216,127.245502,36.517797,0.0,2.0,1,0,3.19
3132,1216,127.262328,36.479133,0.0,2.0,1,0,9.82
3286,1216,127.244876,36.489645,0.0,2.0,1,0,3.93
3587,1216,127.303015,36.490436,0.0,2.0,1,0,15.38
2663,1216,127.26201,36.504531,0.0,2.0,1,0,12.36
2516,1216,127.262571,36.479048,0.0,2.0,1,0,8.64
3580,1216,127.297929,36.601053,0.0,2.0,1,0,9.08
3293,1216,127.275964,36.472159,0.0,2.0,1,0,7.58
3573,1216,127.285486,36.476889,0.0,2.0,1,0,24.44
3937,1216,127.26861,36.482087,0.0,2.0,1,0,2.31
3650,1216,127.322089,36.488489,0.0,2.0,1,0,15.76
2964,1216,127.259281,36.514435,0.0,2.0,1,0,5.92
4182,1216,127.277899,36.469965,0.0,2.0,1,0,10.63
3951,1216,127.262,36.483099,0.0,2.0,1,0,14.98
2768,1216,127.251225,36.484847,0.0,2.0,1,0,4.42
3958,1216,127.262751,36.496759,0.0,2.0,1,0,19.55
2327,1216,127.252117,36.517449,0.0,2.0,1,0,1.67
2866,1216,127.291207,36.479361,0.0,2.0,1,0,19.56
2159,1216,127.261377,36.50535,0.0,2.0,1,0,1.38
4294,1216,127.267784,36.50953,0.0,2.0,1,0,10.31
3069,1216,127.266879,36.503281,0.0,2.0,1,0,9.37
3965,1216,127.265997,36.501462,0.0,2.0,1,0,-0.88
2880,1216,127.229371,36.512102,0.0,2.0,1,0,1.61
3972,1216,127.267301,36.522272,0.0,2.0,1,0,3.48
2320,1216,127.282393,36.474437,0.0,2.0,1,0,19.98
3062,1216,127.283304,36.486074,0.0,2.0,1,0,33.0
2775,1216,127.261554,36.507543,0.0,2.0,1,0,10.23
2306,1216,127.246996,36.489914,0.0,2.0,1,0,7.23
3076,1216,127.29411,36.484045,0.0,2.0,1,0,14.07
2859,1216,127.300812,36.483993,0.0,2.0,1,0,14.54
4301,1216,127.259176,36.484292,0.0,2.0,1,0,28.24
2782,1216,127.242918,36.494065,0.0,2.0,1,0,7.68
2173,1216,127.261445,36.504057,0.0,2.0,1,0,10.41
4035,1216,127.259548,36.484589,0.0,2.0,1,0,10.52
3041,1216,127.248088,36.52161,0.0,2.0,1,0,2.34
2299,1216,127.27871,36.473434,0.0,2.0,1,0,10.12
4014,1216,127.260075,36.511757,0.0,2.0,1,0,12.61
2292,1216,127.245976,36.509827,0.0,2.0,1,0,17.9
4028,1216,127.252334,36.490511,0.0,2.0,1,0,7.59
2789,1216,127.261286,36.503896,0.0,2.0,1,0,33.11
2901,1216,127.245724,36.465209,0.0,2.0,1,0,6.22
4259,1216,127.241216,36.51164,0.0,2.0,1,0,13.37
4021,1216,127.256616,36.494054,0.0,2.0,1,0,9.49
3034,1216,127.322201,36.493163,0.0,2.0,1,0,16.9
2180,1216,127.252272,36.494374,0.0,2.0,1,0,7.44
4007,1216,127.252138,36.484322,0.0,2.0,1,0,5.04
4175,1216,127.243027,36.510859,0.0,2.0,1,0,8.74
2334,1216,127.236325,36.500387,0.0,2.0,1,0,5.43
4000,1216,127.259677,36.501739,0.0,2.0,1,0,25.21
3048,1216,127.305612,36.495824,0.0,2.0,1,0,10.97
4273,1216,127.261847,36.499833,0.0,2.0,1,0,0.17
2243,1216,127.277269,36.473942,0.0,2.0,1,0,12.76
2817,1216,127.263408,36.495654,0.0,2.0,1,0,5.96
3944,1216,127.302012,36.487034,0.0,2.0,1,0,4.86
2978,1216,127.26509,36.524998,0.0,2.0,1,0,10.46
4119,1216,127.293226,36.609976,0.0,2.0,1,0,12.14
2929,1216,127.26726,36.500524,0.0,2.0,1,0,-0.4
4210,1216,127.324436,36.500307,0.0,2.0,1,0,32.57
4126,1216,127.315948,36.500299,0.0,2.0,1,0,13.7
2201,1216,127.250018,36.508518,0.0,2.0,1,0,8.52
4196,1216,127.298027,36.602414,0.0,2.0,1,0,11.26
4147,1216,127.248697,36.484697,0.0,2.0,1,0,7.31
2831,1216,127.268355,36.468184,0.0,2.0,1,0,15.6
2950,1216,127.266804,36.484644,0.0,2.0,1,0,6.08
2222,1216,127.256734,36.49024,0.0,2.0,1,0,61.81
4168,1216,127.241516,36.505046,0.0,2.0,1,0,3.19
2236,1216,127.252771,36.483513,0.0,2.0,1,0,8.94
4203,1216,127.258746,36.515305,0.0,2.0,1,0,11.65
2838,1216,127.256886,36.495246,0.0,2.0,1,0,8.9
4133,1216,127.307685,36.49915,0.0,2.0,1,0,28.09
3993,1216,127.253609,36.488251,0.0,2.0,1,0,5.08
2894,1216,127.255734,36.478032,0.0,2.0,1,0,5.96
4280,1216,127.323865,36.497535,0.0,2.0,1,0,7.24
2166,1216,127.240966,36.493701,0.0,2.0,1,0,3.51
2313,1216,127.313054,36.497527,0.0,2.0,1,0,11.96
3986,1216,127.25497,36.484967,0.0,2.0,1,0,-0.58
2887,1216,127.260966,36.497021,0.0,2.0,1,0,12.77
2215,1216,127.232544,36.499407,0.0,2.0,1,0,4.0
3979,1216,127.262678,36.480336,0.0,2.0,1,0,2.9
3055,1216,127.322704,36.49318,0.0,2.0,1,0,12.38
4252,1216,127.297101,36.586551,0.0,2.0,1,0,8.7
2278,1216,127.285131,36.475025,0.0,2.0,1,0,13.1
4042,1216,127.241438,36.504368,0.0,2.0,1,0,3.41
2208,1216,127.269763,36.499854,0.0,2.0,1,0,17.98
4140,1216,127.304708,36.484171,0.0,2.0,1,0,8.3
2971,1216,127.302367,36.489461,0.0,2.0,1,0,9.29
4287,1216,127.328434,36.501578,0.0,2.0,1,0,6.06
3251,1216,127.262583,36.518269,0.0,2.0,1,0,3.64
4266,1216,127.305279,36.492846,0.0,2.0,1,0,7.05
3258,1216,127.25874,36.514673,0.0,2.0,1,0,18.31
3104,1216,127.307528,36.482526,0.0,2.0,1,0,7.44
3895,1216,127.260127,36.501459,0.0,2.0,1,0,11.04
3111,1216,127.275669,36.471963,0.0,2.0,1,0,7.58
2362,1216,127.267491,36.527971,0.0,2.0,1,0,5.63
3888,1216,127.267945,36.508601,0.0,2.0,1,0,7.41
3881,1216,127.255733,36.512183,0.0,2.0,1,0,9.57
2747,1216,127.250021,36.482426,0.0,2.0,1,0,9.83
2369,1216,127.301668,36.484908,0.0,2.0,1,0,14.56
2474,1216,127.298764,36.483792,0.0,2.0,1,0,6.99
3804,1216,127.231787,36.517593,0.0,2.0,1,0,0.7
3797,1216,127.229409,36.514352,0.0,2.0,1,0,1.53
3727,1216,127.277055,36.472382,0.0,2.0,1,0,8.09
2446,1216,127.28333,36.486524,0.0,2.0,1,0,14.13
3720,1216,127.301434,36.493997,0.0,2.0,1,0,4.95
3209,1216,127.243896,36.505023,0.0,2.0,1,0,7.05
3902,1216,127.246134,36.491607,0.0,2.0,1,0,12.36
3643,1216,127.273774,36.469257,0.0,2.0,1,0,17.46
2355,1216,127.301503,36.489072,0.0,2.0,1,0,9.95
3909,1216,127.273169,36.47094,0.0,2.0,1,0,4.84
3153,1216,127.25243,36.490872,0.0,2.0,1,0,8.42
3811,1216,127.237564,36.517281,0.0,2.0,1,0,3.12
2726,1216,127.259943,36.497628,0.0,2.0,1,0,14.5
3867,1216,127.256521,36.516357,0.0,2.0,1,0,4.38
2404,1216,127.26128,36.494068,0.0,2.0,1,0,11.18
3874,1216,127.258799,36.514439,0.0,2.0,1,0,-0.86
3118,1216,127.274299,36.469017,0.0,2.0,1,0,17.46
2341,1216,127.311827,36.497844,0.0,2.0,1,0,33.35
3930,1216,127.295283,36.478607,0.0,2.0,1,0,8.49
2761,1216,127.255413,36.489045,0.0,2.0,1,0,17.07
3090,1216,127.2953,36.484876,0.0,2.0,1,0,12.53
3923,1216,127.248791,36.496976,0.0,2.0,1,0,15.69
2348,1216,127.284106,36.497816,0.0,2.0,1,0,24.9
3916,1216,127.301747,36.485021,0.0,2.0,1,0,9.46
3097,1216,127.307428,36.481462,0.0,2.0,1,0,7.83
2754,1216,127.255562,36.484743,0.0,2.0,1,0,4.96
2698,1216,127.248722,36.495532,0.0,2.0,1,0,18.47
2453,1216,127.249781,36.491616,0.0,2.0,1,0,11.29
3706,1216,127.294893,36.485029,0.0,2.0,1,0,8.69
3174,1216,127.237513,36.506158,0.0,2.0,1,0,2.57
2418,1216,127.321039,36.493527,0.0,2.0,1,0,10.1
3776,1216,127.244546,36.499254,0.0,2.0,1,0,4.39
3769,1216,127.252106,36.492861,0.0,2.0,1,0,12.12
3181,1216,127.229857,36.51448,0.0,2.0,1,0,0.23
2425,1216,127.287767,36.513758,0.0,2.0,1,0,5.67
3762,1216,127.257124,36.487564,0.0,2.0,1,0,8.72
2712,1216,127.262704,36.495181,0.0,2.0,1,0,16.89
3755,1216,127.250476,36.486842,0.0,2.0,1,0,10.78
3188,1216,127.230874,36.516825,0.0,2.0,1,0,1.25
2432,1216,127.303269,36.49542,0.0,2.0,1,0,7.23
3748,1216,127.248515,36.482801,0.0,2.0,1,0,10.95
3195,1216,127.251731,36.479975,0.0,2.0,1,0,2.77
3741,1216,127.2549,36.479357,0.0,2.0,1,0,2.51
3734,1216,127.288415,36.479836,0.0,2.0,1,0,-1.06
2719,1216,127.304154,36.491211,0.0,2.0,1,0,5.27
3783,1216,127.239876,36.50235,0.0,2.0,1,0,6.6
3790,1216,127.239389,36.507022,0.0,2.0,1,0,8.55
2411,1216,127.325863,36.501811,0.0,2.0,1,0,10.26
3216,1216,127.24873,36.502239,0.0,2.0,1,0,20.99
3699,1216,127.297308,36.479951,0.0,2.0,1,0,15.38
3223,1216,127.252239,36.501901,0.0,2.0,1,0,8.08
2460,1216,127.289038,36.47895,0.0,2.0,1,0,34.89
3692,1216,127.288405,36.480258,0.0,2.0,1,0,-1.62
3230,1216,127.242248,36.511875,0.0,2.0,1,0,12.13
3685,1216,127.317184,36.483881,0.0,2.0,1,0,7.68
3818,1216,127.240092,36.508769,0.0,2.0,1,0,2.7
2691,1216,127.243222,36.496011,0.0,2.0,1,0,18.97
3678,1216,127.263397,36.483728,0.0,2.0,1,0,19.6
3237,1216,127.249558,36.511749,0.0,2.0,1,0,8.29
3202,1216,127.239969,36.508943,0.0,2.0,1,0,2.7
3160,1216,127.243434,36.499395,0.0,2.0,1,0,6.08
2705,1216,127.297137,36.482649,0.0,2.0,1,0,13.99
2439,1216,127.324919,36.492476,0.0,2.0,1,0,7.16
3167,1216,127.236016,36.501136,0.0,2.0,1,0,3.26
2467,1216,127.294376,36.483899,0.0,2.0,1,0,6.26
2397,1216,127.24453,36.519017,0.0,2.0,1,0,3.92
3713,1216,127.307691,36.480931,0.0,2.0,1,0,3.41
3146,1216,127.256033,36.485805,0.0,2.0,1,0,2.3
2586,1216,127.239129,36.51541,0.0,2.0,1,0,3.75
3440,1216,127.272031,36.501221,0.0,2.0,1,0,9.21
2621,1216,127.24898,36.511775,0.0,2.0,1,0,7.46
3433,1216,127.263804,36.495494,0.0,2.0,1,0,17.63
3377,1216,127.255995,36.490854,0.0,2.0,1,0,8.79
2593,1216,127.241406,36.503886,0.0,2.0,1,0,4.27
3426,1216,127.26829,36.480811,0.0,2.0,1,0,0.8
3419,1216,127.247303,36.504762,0.0,2.0,1,0,11.21
3384,1216,127.259364,36.500987,0.0,2.0,1,0,47.03
2614,1216,127.249758,36.510313,0.0,2.0,1,0,9.56
2600,1216,127.248263,36.50198,0.0,2.0,1,0,21.52
3412,1216,127.251984,36.490853,0.0,2.0,1,0,9.42
3405,1216,127.259844,36.500817,0.0,2.0,1,0,28.64
3391,1216,127.259691,36.511538,0.0,2.0,1,0,6.87
2607,1216,127.251003,36.501881,0.0,2.0,1,0,11.17
3370,1216,127.254928,36.484807,0.0,2.0,1,0,1.72
3447,1216,127.259421,36.484841,0.0,2.0,1,0,26.76
3363,1216,127.262081,36.480312,0.0,2.0,1,0,17.69
3454,1216,127.257046,36.495686,0.0,2.0,1,0,10.66
3825,1216,127.244961,36.505519,0.0,2.0,1,0,16.83
3636,1216,127.289834,36.497709,0.0,2.0,1,0,9.48
2677,1216,127.28775,36.479902,0.0,2.0,1,0,-1.02
3629,1216,127.262421,36.49216,0.0,2.0,1,0,8.82
3265,1216,127.260707,36.512611,0.0,2.0,1,0,9.13
2495,1216,127.276106,36.472293,0.0,2.0,1,0,13.85
3622,1216,127.261355,36.491474,0.0,2.0,1,0,17.15
2579,1216,127.237027,36.520219,0.0,2.0,1,0,2.03
3615,1216,127.267838,36.529558,0.0,2.0,1,0,7.75
2670,1216,127.270092,36.489489,0.0,2.0,1,0,7.23
2502,1216,127.273195,36.470563,0.0,2.0,1,0,4.8
3608,1216,127.249447,36.504891,0.0,2.0,1,0,6.73
3279,1216,127.256785,36.501591,0.0,2.0,1,0,13.92
3244,1216,127.250449,36.514286,0.0,2.0,1,0,0.46
3531,1216,127.289234,36.608603,0.0,2.0,1,0,18.25
2544,1216,127.240739,36.499051,0.0,2.0,1,0,5.38
3272,1216,127.266978,36.510682,0.0,2.0,1,0,8.92
3321,1216,127.269095,36.481223,0.0,2.0,1,0,26.93
2488,1216,127.307027,36.482323,0.0,2.0,1,0,8.26
3356,1216,127.264262,36.519649,0.0,2.0,1,0,4.78
3083,1216,127.295439,36.478263,0.0,2.0,1,0,11.12
3664,1216,127.3205,36.485792,0.0,2.0,1,0,16.27
3671,1216,127.243292,36.51207,0.0,2.0,1,0,7.52
3125,1216,127.25031,36.477601,0.0,2.0,1,0,20.67
2376,1216,127.256688,36.499785,0.0,2.0,1,0,19.2
3461,1216,127.244891,36.50313,0.0,2.0,1,0,11.74
2740,1216,127.255454,36.513898,0.0,2.0,1,0,5.04
3853,1216,127.252444,36.5114,0.0,2.0,1,0,5.97
2383,1216,127.271626,36.527208,0.0,2.0,1,0,5.86
3846,1216,127.243538,36.512167,0.0,2.0,1,0,12.8
3139,1216,127.250624,36.48579,0.0,2.0,1,0,9.25
3839,1216,127.252735,36.501528,0.0,2.0,1,0,12.1
2390,1216,127.262608,36.491181,0.0,2.0,1,0,13.26
3832,1216,127.250042,36.500706,0.0,2.0,1,0,16.39
2733,1216,127.264713,36.499512,0.0,2.0,1,0,9.94
2628,1216,127.250768,36.514231,0.0,2.0,1,0,-0.32
3468,1216,127.280742,36.471162,0.0,2.0,1,0,12.69
3860,1216,127.245395,36.516106,0.0,2.0,1,0,8.72
3475,1216,127.259272,36.498197,0.0,2.0,1,0,-1.42
2572,1216,127.237042,36.502942,0.0,2.0,1,0,2.66
3517,1216,127.287455,36.479679,0.0,2.0,1,0,2.38
3328,1216,127.301409,36.487204,0.0,2.0,1,0,10.44
2642,1216,127.262992,36.515996,0.0,2.0,1,0,4.19
2551,1216,127.251723,36.498332,0.0,2.0,1,0,7.64
3510,1216,127.311014,36.5011,0.0,2.0,1,0,10.46
3503,1216,127.262468,36.496818,0.0,2.0,1,0,1.73
3335,1216,127.303937,36.490897,0.0,2.0,1,0,5.1
3524,1216,127.233825,36.519781,0.0,2.0,1,0,2.04
3496,1216,127.250358,36.48535,0.0,2.0,1,0,2.67
3342,1216,127.260151,36.497901,0.0,2.0,1,0,-1.32
3489,1216,127.28665,36.594851,0.0,2.0,1,0,7.58
2635,1216,127.256407,36.518883,0.0,2.0,1,0,7.49
2565,1216,127.229697,36.513094,0.0,2.0,1,0,1.9
3482,1216,127.251684,36.470509,0.0,2.0,1,0,30.56
3349,1216,127.262309,36.50198,0.0,2.0,1,0,3.49
2558,1216,127.237259,36.506298,0.0,2.0,1,0,1.94
2097,1217,127.262704,36.495181,-10.0,-3.0,0,0,2.31
2209,1217,127.250704,36.51497,-10.0,-3.0,0,0,1.77
46,1217,127.255363,36.475171,-10.0,-3.0,0,0,2.77
4253,1217,127.306277,36.495141,-10.0,-3.0,0,0,-0.94
2090,1217,127.297137,36.482649,-10.0,-3.0,0,0,4.07
2216,1217,127.268355,36.468184,-10.0,-3.0,0,0,2.84
53,1217,127.251569,36.480223,-10.0,-3.0,0,0,-0.48
60,1217,127.253073,36.484625,-10.0,-3.0,0,0,1.87
2223,1217,127.256886,36.495246,-10.0,-3.0,0,0,-1.65
4246,1217,127.261328,36.488689,-10.0,-3.0,0,0,7.46
2076,1217,127.243222,36.496011,-10.0,-3.0,0,0,4.12
2230,1217,127.25016,36.502959,-10.0,-3.0,0,0,1.56
4239,1217,127.2666,36.489121,-10.0,-3.0,0,0,8.26
67,1217,127.251418,36.487309,-10.0,-3.0,0,0,3.41
2083,1217,127.248722,36.495532,-10.0,-3.0,0,0,5.29
4260,1217,127.23453,36.519433,-10.0,-3.0,0,0,1.87
2468,1217,127.295439,36.478263,-10.0,-3.0,0,0,0.7
2349,1217,127.259281,36.514435,-10.0,-3.0,0,0,1.83
2069,1217,127.295566,36.479504,-10.0,-3.0,0,0,1.14
4050,1217,127.253183,36.511586,-10.0,-3.0,0,0,-0.13
4064,1217,127.257664,36.486458,-10.0,-3.0,0,0,3.45
256,1217,127.30001,36.491935,-10.0,-3.0,0,0,-1.69
2475,1217,127.2953,36.484876,-10.0,-3.0,0,0,2.94
4043,1217,127.266287,36.484868,-10.0,-3.0,0,0,-1.3
263,1217,127.258088,36.489306,-10.0,-3.0,0,0,4.23
1957,1217,127.237042,36.502942,-10.0,-3.0,0,0,0.48
1824,1217,127.324919,36.492476,-10.0,-3.0,0,0,-1.1
4036,1217,127.26063,36.483176,-10.0,-3.0,0,0,-0.46
1817,1217,127.303269,36.49542,-10.0,-3.0,0,0,-3.85
2489,1217,127.307528,36.482526,-10.0,-3.0,0,0,-1.03
270,1217,127.265634,36.496111,-10.0,-3.0,0,0,-2.77
4029,1217,127.25736,36.488186,-10.0,-3.0,0,0,-1.55
1831,1217,127.28333,36.486524,-10.0,-3.0,0,0,-3.16
158,1217,127.247855,36.511842,-10.0,-3.0,0,0,4.75
2482,1217,127.307428,36.481462,-10.0,-3.0,0,0,-0.36
2237,1217,127.231915,36.49982,-10.0,-3.0,0,0,2.12
74,1217,127.245049,36.494615,-10.0,-3.0,0,0,-2.46
2062,1217,127.28775,36.479902,-10.0,-3.0,0,0,-6.46
25,1217,127.308087,36.481066,-10.0,-3.0,0,0,-0.41
2118,1217,127.264713,36.499512,-10.0,-3.0,0,0,-2.38
2188,1217,127.258087,36.486723,-10.0,-3.0,0,0,-0.73
4274,1217,127.249105,36.502287,-10.0,-3.0,0,0,2.48
32,1217,127.280487,36.475127,-10.0,-3.0,0,0,1.35
2111,1217,127.259943,36.497628,-10.0,-3.0,0,0,5.27
2195,1217,127.262975,36.479914,-10.0,-3.0,0,0,-1.66
18,1217,127.235896,36.499667,-10.0,-3.0,0,0,0.7
4225,1217,127.261899,36.508227,-10.0,-3.0,0,0,2.1
2055,1217,127.270092,36.489489,-10.0,-3.0,0,0,-6.1
2251,1217,127.291207,36.479361,-10.0,-3.0,0,0,2.14
123,1217,127.241418,36.517565,-10.0,-3.0,0,0,2.48
1999,1217,127.249758,36.510313,-10.0,-3.0,0,0,1.85
2307,1217,127.247783,36.488171,-10.0,-3.0,0,0,2.01
4176,1217,127.241161,36.519924,-10.0,-3.0,0,0,2.13
2181,1217,127.256943,36.491374,-10.0,-3.0,0,0,4.32
4232,1217,127.264454,36.52787,-10.0,-3.0,0,0,2.15
2125,1217,127.255454,36.513898,-10.0,-3.0,0,0,0.66
2174,1217,127.261286,36.503896,-10.0,-3.0,0,0,12.0
2244,1217,127.300812,36.483993,-10.0,-3.0,0,0,1.2
2202,1217,127.263408,36.495654,-10.0,-3.0,0,0,-3.35
2104,1217,127.304154,36.491211,-10.0,-3.0,0,0,-2.69
39,1217,127.276105,36.471763,-10.0,-3.0,0,0,-0.21
4267,1217,127.310773,36.494962,-10.0,-3.0,0,0,-2.96
4302,1217,127.25492,36.499012,-10.0,-3.0,0,0,3.37
4,1217,127.281104,36.477518,-10.0,-3.0,0,0,-0.8
2146,1217,127.255413,36.489045,-10.0,-3.0,0,0,4.71
2160,1217,127.261554,36.507543,-10.0,-3.0,0,0,1.73
4295,1217,127.267659,36.527004,-10.0,-3.0,0,0,1.14
11,1217,127.297858,36.482487,-10.0,-3.0,0,0,-1.43
2139,1217,127.255562,36.484743,-10.0,-3.0,0,0,0.09
2167,1217,127.242918,36.494065,-10.0,-3.0,0,0,-0.83
4288,1217,127.325279,36.496456,-10.0,-3.0,0,0,-1.98
2132,1217,127.250021,36.482426,-10.0,-3.0,0,0,2.79
4281,1217,127.321965,36.497709,-10.0,-3.0,0,0,2.19
1838,1217,127.249781,36.491616,-10.0,-3.0,0,0,1.93
2419,1217,127.322201,36.493163,-10.0,-3.0,0,0,1.18
2461,1217,127.29411,36.484045,-10.0,-3.0,0,0,2.58
165,1217,127.245669,36.514281,-10.0,-3.0,0,0,0.54
1943,1217,127.237259,36.506298,-10.0,-3.0,0,0,-0.38
2363,1217,127.26509,36.524998,-10.0,-3.0,0,0,2.97
4134,1217,127.328621,36.499711,-10.0,-3.0,0,0,0.1
172,1217,127.251742,36.516766,-10.0,-3.0,0,0,1.26
1936,1217,127.251723,36.498332,-10.0,-3.0,0,0,0.68
2370,1217,127.29052,36.477336,-10.0,-3.0,0,0,8.54
4127,1217,127.313487,36.498583,-10.0,-3.0,0,0,-0.21
1859,1217,127.298764,36.483792,-10.0,-3.0,0,0,-0.43
179,1217,127.258136,36.515974,-10.0,-3.0,0,0,3.04
2377,1217,127.256811,36.49901,-10.0,-3.0,0,0,-0.5
4120,1217,127.309124,36.497413,-10.0,-3.0,0,0,0.39
1922,1217,127.249472,36.490763,-10.0,-3.0,0,0,-1.16
2384,1217,127.268727,36.528448,-10.0,-3.0,0,0,2.74
186,1217,127.259256,36.514773,-10.0,-3.0,0,0,3.75
2356,1217,127.302367,36.489461,-10.0,-3.0,0,0,-0.57
1950,1217,127.229697,36.513094,-10.0,-3.0,0,0,0.19
2398,1217,127.261558,36.491676,-10.0,-3.0,0,0,-3.11
4106,1217,127.294963,36.602172,-10.0,-3.0,0,0,3.83
1992,1217,127.251003,36.501881,-10.0,-3.0,0,0,1.64
214,1217,127.244934,36.494836,-10.0,-3.0,0,0,-2.25
4085,1217,127.258866,36.485572,-10.0,-3.0,0,0,-2.5
1880,1217,127.276106,36.472293,-10.0,-3.0,0,0,2.68
2426,1217,127.248088,36.52161,-10.0,-3.0,0,0,0.59
221,1217,127.289331,36.476651,-10.0,-3.0,0,0,1.48
1873,1217,127.307027,36.482323,-10.0,-3.0,0,0,-0.62
4113,1217,127.234777,36.504293,-10.0,-3.0,0,0,0.9
2433,1217,127.305612,36.495824,-10.0,-3.0,0,0,-0.27
228,1217,127.2417,36.496172,-10.0,-3.0,0,0,0.43
1866,1217,127.301857,36.486763,-10.0,-3.0,0,0,-1.34
2440,1217,127.322704,36.49318,-10.0,-3.0,0,0,-1.27
4071,1217,127.25661,36.496023,-10.0,-3.0,0,0,-4.11
235,1217,127.255052,36.49264,-10.0,-3.0,0,0,3.92
1901,1217,127.262571,36.479048,-10.0,-3.0,0,0,0.52
200,1217,127.270002,36.504864,-10.0,-3.0,0,0,5.36
4078,1217,127.250585,36.484933,-10.0,-3.0,0,0,-0.0
249,1217,127.266194,36.485519,-10.0,-3.0,0,0,-1.36
1915,1217,127.250133,36.489253,-10.0,-3.0,0,0,3.16
193,1217,127.264788,36.511118,-10.0,-3.0,0,0,3.05
2531,1217,127.256033,36.485805,-10.0,-3.0,0,0,-0.63
