,날짜,use_end_lng,use_end_lat,최저기온(°C),최고기온(°C),강수유무,주간/주말,대여자수
3216,1216,127.24873,36.502239,0.0,2.0,1,0,28.03
2411,1216,127.325863,36.501811,0.0,2.0,1,0,5.67
3776,1216,127.244546,36.499254,0.0,2.0,1,0,4.98
3769,1216,127.252106,36.492861,0.0,2.0,1,0,11.95
3181,1216,127.229857,36.51448,0.0,2.0,1,0,1.39
2425,1216,127.287767,36.513758,0.0,2.0,1,0,5.04
3762,1216,127.257124,36.487564,0.0,2.0,1,0,9.75
2712,1216,127.262704,36.495181,0.0,2.0,1,0,22.72
3755,1216,127.250476,36.486842,0.0,2.0,1,0,13.05
3174,1216,127.237513,36.506158,0.0,2.0,1,0,2.02
3188,1216,127.230874,36.516825,0.0,2.0,1,0,1.09
3748,1216,127.248515,36.482801,0.0,2.0,1,0,8.33
3195,1216,127.251731,36.479975,0.0,2.0,1,0,4.37
3741,1216,127.2549,36.479357,0.0,2.0,1,0,3.51
3734,1216,127.288415,36.479836,0.0,2.0,1,0,2.22
2719,1216,127.304154,36.491211,0.0,2.0,1,0,3.23
3783,1216,127.239876,36.50235,0.0,2.0,1,0,9.28
3790,1216,127.239389,36.507022,0.0,2.0,1,0,6.86
2432,1216,127.303269,36.49542,0.0,2.0,1,0,5.63
2873,1216,127.29728,36.594918,0.0,2.0,1,0,7.1
2152,1216,127.256158,36.494057,0.0,2.0,1,0,26.63
1543,1216,127.261263,36.505084,0.0,2.0,1,0,-0.23
584,1216,127.249105,36.502287,0.0,2.0,1,0,15.84
1900,1216,127.260369,36.479792,0.0,2.0,1,0,13.53
1200,1216,127.282449,36.468474,0.0,2.0,1,0,21.26
1669,1216,127.263266,36.494596,0.0,2.0,1,0,2.11
1424,1216,127.261882,36.510627,0.0,2.0,1,0,11.89
199,1216,127.261898,36.508407,0.0,2.0,1,0,21.88
766,1216,127.250973,36.504884,0.0,2.0,1,0,5.86
388,1216,127.250585,36.484933,0.0,2.0,1,0,5.13
1907,1216,127.251332,36.485046,0.0,2.0,1,0,5.67
1193,1216,127.322671,36.496736,0.0,2.0,1,0,11.04
192,1216,127.266847,36.512181,0.0,2.0,1,0,1.3
773,1216,127.247855,36.511842,0.0,2.0,1,0,19.55
1914,1216,127.250338,36.488113,0.0,2.0,1,0,6.5
1186,1216,127.24139,36.516053,0.0,2.0,1,0,2.39
1893,1216,127.251964,36.475565,0.0,2.0,1,0,9.34
759,1216,127.24989,36.504114,0.0,2.0,1,0,4.41
1886,1216,127.272908,36.474216,0.0,2.0,1,0,3.74
1662,1216,127.304615,36.496675,0.0,2.0,1,0,11.58
1214,1216,127.287577,36.480599,0.0,2.0,1,0,43.8
598,1216,127.325279,36.496456,0.0,2.0,1,0,2.25
374,1216,127.257664,36.486458,0.0,2.0,1,0,12.0
738,1216,127.241418,36.517565,0.0,2.0,1,0,5.81
227,1216,127.299684,36.488752,0.0,2.0,1,0,8.16
1872,1216,127.298701,36.490841,0.0,2.0,1,0,2.47
1228,1216,127.255611,36.501082,0.0,2.0,1,0,9.85
1683,1216,127.292663,36.480504,0.0,2.0,1,0,5.05
1410,1216,127.261888,36.516176,0.0,2.0,1,0,6.35
1431,1216,127.271983,36.502563,0.0,2.0,1,0,17.49
745,1216,127.239665,36.510333,0.0,2.0,1,0,1.37
1879,1216,127.276688,36.472668,0.0,2.0,1,0,4.74
1221,1216,127.261637,36.509061,0.0,2.0,1,0,10.13
591,1216,127.321965,36.497709,0.0,2.0,1,0,16.99
381,1216,127.25661,36.496023,0.0,2.0,1,0,-6.86
1417,1216,127.259334,36.51421,0.0,2.0,1,0,7.36
1207,1216,127.328582,36.50074,0.0,2.0,1,0,4.31
1676,1216,127.265907,36.506698,0.0,2.0,1,0,18.4
213,1216,127.243938,36.493015,0.0,2.0,1,0,15.32
143,1216,127.249992,36.503494,0.0,2.0,1,0,7.67
1179,1216,127.295203,36.481535,0.0,2.0,1,0,5.27
1151,1216,127.26201,36.507734,0.0,2.0,1,0,17.42
409,1216,127.249509,36.491229,0.0,2.0,1,0,5.24
563,1216,127.306277,36.495141,0.0,2.0,1,0,3.96
1956,1216,127.23313,36.515171,0.0,2.0,1,0,1.32
402,1216,127.269667,36.492533,0.0,2.0,1,0,118.37
1641,1216,127.309493,36.498208,0.0,2.0,1,0,6.62
1144,1216,127.250582,36.481289,0.0,2.0,1,0,6.17
808,1216,127.264788,36.511118,0.0,2.0,1,0,14.46
801,1216,127.259256,36.514773,0.0,2.0,1,0,18.3
1963,1216,127.23724,36.520021,0.0,2.0,1,0,1.75
1137,1216,127.298952,36.484544,0.0,2.0,1,0,15.51
150,1216,127.250999,36.504626,0.0,2.0,1,0,3.49
815,1216,127.270002,36.504864,0.0,2.0,1,0,29.06
157,1216,127.247866,36.511608,0.0,2.0,1,0,7.74
1921,1216,127.248148,36.493878,0.0,2.0,1,0,12.44
395,1216,127.258866,36.485572,0.0,2.0,1,0,-0.82
1970,1216,127.239155,36.516902,0.0,2.0,1,0,2.11
556,1216,127.261328,36.488689,0.0,2.0,1,0,32.64
1452,1216,127.29061,36.477142,0.0,2.0,1,0,3.57
1865,1216,127.301179,36.486802,0.0,2.0,1,0,8.12
1347,1216,127.234859,36.516338,0.0,2.0,1,0,2.36
164,1216,127.24582,36.51333,0.0,2.0,1,0,3.35
185,1216,127.258868,36.513965,0.0,2.0,1,0,13.83
577,1216,127.310773,36.494962,0.0,2.0,1,0,-1.65
780,1216,127.245669,36.514281,0.0,2.0,1,0,2.58
752,1216,127.247137,36.499098,0.0,2.0,1,0,2.84
1928,1216,127.252129,36.495453,0.0,2.0,1,0,6.81
1655,1216,127.317873,36.494792,0.0,2.0,1,0,14.79
178,1216,127.257867,36.516062,0.0,2.0,1,0,6.77
1438,1216,127.269458,36.497987,0.0,2.0,1,0,49.25
1445,1216,127.294162,36.483599,0.0,2.0,1,0,5.22
787,1216,127.251742,36.516766,0.0,2.0,1,0,2.11
1130,1216,127.299658,36.487013,0.0,2.0,1,0,8.14
1634,1216,127.310543,36.497302,0.0,2.0,1,0,10.17
1172,1216,127.256584,36.492734,0.0,2.0,1,0,15.31
1704,1216,127.27699,36.47095,0.0,2.0,1,0,9.78
1165,1216,127.264689,36.487647,0.0,2.0,1,0,9.98
171,1216,127.251053,36.515796,0.0,2.0,1,0,6.42
1648,1216,127.290559,36.621048,0.0,2.0,1,0,6.31
1158,1216,127.240604,36.517274,0.0,2.0,1,0,4.37
1935,1216,127.249656,36.498909,0.0,2.0,1,0,7.75
1235,1216,127.286182,36.477736,0.0,2.0,1,0,3.03
234,1216,127.250118,36.495699,0.0,2.0,1,0,11.35
1725,1216,127.259276,36.512653,0.0,2.0,1,0,24.42
731,1216,127.232677,36.518663,0.0,2.0,1,0,0.83
339,1216,127.25736,36.488186,0.0,2.0,1,0,5.3
1781,1216,127.262159,36.487447,0.0,2.0,1,0,20.77
297,1216,127.256992,36.487081,0.0,2.0,1,0,8.97
1312,1216,127.25591,36.491253,0.0,2.0,1,0,15.73
1368,1216,127.246085,36.50206,0.0,2.0,1,0,3.96
675,1216,127.253073,36.484625,0.0,2.0,1,0,9.88
1788,1216,127.259026,36.495499,0.0,2.0,1,0,16.82
668,1216,127.251569,36.480223,0.0,2.0,1,0,2.22
1942,1216,127.2367,36.506601,0.0,2.0,1,0,2.15
318,1216,127.258871,36.514066,0.0,2.0,1,0,13.83
1340,1216,127.233017,36.513226,0.0,2.0,1,0,1.34
794,1216,127.258136,36.515974,0.0,2.0,1,0,13.38
682,1216,127.251418,36.487309,0.0,2.0,1,0,12.06
346,1216,127.26063,36.483176,0.0,2.0,1,0,12.07
283,1216,127.266065,36.515344,0.0,2.0,1,0,8.77
1298,1216,127.247663,36.48678,0.0,2.0,1,0,10.05
1375,1216,127.249841,36.504353,0.0,2.0,1,0,5.37
290,1216,127.261558,36.481014,0.0,2.0,1,0,10.52
325,1216,127.261902,36.505376,0.0,2.0,1,0,-3.77
633,1216,127.235896,36.499667,0.0,2.0,1,0,2.54
1774,1216,127.271252,36.503824,0.0,2.0,1,0,23.73
647,1216,127.280487,36.475127,0.0,2.0,1,0,11.03
640,1216,127.308087,36.481066,0.0,2.0,1,0,5.27
1753,1216,127.301324,36.484498,0.0,2.0,1,0,11.67
626,1216,127.297858,36.482487,0.0,2.0,1,0,5.47
1802,1216,127.321606,36.490739,0.0,2.0,1,0,14.49
1305,1216,127.24858,36.494859,0.0,2.0,1,0,17.01
1319,1216,127.248864,36.498653,0.0,2.0,1,0,8.66
255,1216,127.302129,36.487293,0.0,2.0,1,0,4.83
654,1216,127.276105,36.471763,0.0,2.0,1,0,4.49
1396,1216,127.242543,36.514818,0.0,2.0,1,0,2.5
1333,1216,127.230843,36.507874,0.0,2.0,1,0,1.75
311,1216,127.260769,36.503985,0.0,2.0,1,0,-5.93
332,1216,127.256564,36.493558,0.0,2.0,1,0,1.93
1767,1216,127.28137,36.49906,0.0,2.0,1,0,44.99
661,1216,127.255363,36.475171,0.0,2.0,1,0,11.89
1354,1216,127.241019,36.517241,0.0,2.0,1,0,4.27
1326,1216,127.233817,36.505251,0.0,2.0,1,0,2.42
304,1216,127.253168,36.488107,0.0,2.0,1,0,6.42
1739,1216,127.299561,36.503421,0.0,2.0,1,0,11.66
416,1216,127.294963,36.602172,0.0,2.0,1,0,16.58
1718,1216,127.262997,36.493776,0.0,2.0,1,0,-0.14
1291,1216,127.251999,36.4842,0.0,2.0,1,0,9.39
1263,1216,127.280865,36.474907,0.0,2.0,1,0,13.26
1837,1216,127.249473,36.519095,0.0,2.0,1,0,3.71
1361,1216,127.2394,36.510443,0.0,2.0,1,0,1.37
1760,1216,127.244675,36.487448,0.0,2.0,1,0,3.27
1732,1216,127.274595,36.494794,0.0,2.0,1,0,38.51
717,1216,127.231786,36.507032,0.0,2.0,1,0,2.04
248,1216,127.268625,36.48151,0.0,2.0,1,0,3.8
1697,1216,127.299956,36.485073,0.0,2.0,1,0,12.93
360,1216,127.253183,36.511586,0.0,2.0,1,0,2.08
605,1216,127.267659,36.527004,0.0,2.0,1,0,3.24
367,1216,127.272159,36.501506,0.0,2.0,1,0,4.78
1851,1216,127.291883,36.482037,0.0,2.0,1,0,8.08
724,1216,127.233675,36.510748,0.0,2.0,1,0,1.13
241,1216,127.254865,36.474746,0.0,2.0,1,0,13.01
220,1216,127.285866,36.475092,0.0,2.0,1,0,16.23
1242,1216,127.298771,36.483134,0.0,2.0,1,0,2.6
1858,1216,127.297934,36.48315,0.0,2.0,1,0,9.51
1690,1216,127.248062,36.485904,0.0,2.0,1,0,5.73
1249,1216,127.296539,36.487322,0.0,2.0,1,0,12.67
689,1216,127.245049,36.494615,0.0,2.0,1,0,3.62
570,1216,127.23453,36.519433,0.0,2.0,1,0,3.45
1844,1216,127.323787,36.489735,0.0,2.0,1,0,6.3
1256,1216,127.298603,36.489872,0.0,2.0,1,0,6.04
1403,1216,127.253096,36.51964,0.0,2.0,1,0,1.58
206,1216,127.269599,36.499517,0.0,2.0,1,0,49.41
1795,1216,127.295035,36.481002,0.0,2.0,1,0,8.87
990,1216,127.257465,36.486861,0.0,2.0,1,0,16.46
1284,1216,127.259645,36.482133,0.0,2.0,1,0,38.45
696,1216,127.249278,36.494827,0.0,2.0,1,0,15.93
1816,1216,127.29294,36.480135,0.0,2.0,1,0,8.15
1711,1216,127.258243,36.507789,0.0,2.0,1,0,17.09
710,1216,127.237998,36.504463,0.0,2.0,1,0,2.13
1515,1216,127.27429,36.505758,0.0,2.0,1,0,3.26
269,1216,127.263471,36.495997,0.0,2.0,1,0,39.68
1823,1216,127.32453,36.491178,0.0,2.0,1,0,8.69
703,1216,127.248717,36.498982,0.0,2.0,1,0,5.94
612,1216,127.25492,36.499012,0.0,2.0,1,0,15.83
262,1216,127.26228,36.484577,0.0,2.0,1,0,4.62
1270,1216,127.274318,36.475098,0.0,2.0,1,0,8.13
1389,1216,127.249595,36.511492,0.0,2.0,1,0,3.17
1830,1216,127.2884,36.480947,0.0,2.0,1,0,39.11
1277,1216,127.254921,36.474023,0.0,2.0,1,0,10.95
353,1216,127.266287,36.484868,0.0,2.0,1,0,-0.38
1809,1216,127.260384,36.497497,0.0,2.0,1,0,-1.0
619,1216,127.281104,36.477518,0.0,2.0,1,0,7.4
1977,1216,127.243793,36.501713,0.0,2.0,1,0,29.81
2075,1216,127.244926,36.497532,0.0,2.0,1,0,11.1
1508,1216,127.255838,36.497316,0.0,2.0,1,0,3.67
899,1216,127.273492,36.505807,0.0,2.0,1,0,3.14
59,1216,127.251107,36.483183,0.0,2.0,1,0,5.04
458,1216,127.260959,36.509331,0.0,2.0,1,0,15.5
2082,1216,127.256191,36.490722,0.0,2.0,1,0,22.76
1025,1216,127.248994,36.493333,0.0,2.0,1,0,16.34
1578,1216,127.262017,36.481211,0.0,2.0,1,0,2.64
906,1216,127.26186,36.481461,0.0,2.0,1,0,5.89
52,1216,127.253419,36.481052,0.0,2.0,1,0,8.1
514,1216,127.258929,36.519525,0.0,2.0,1,0,5.99
2089,1216,127.298353,36.482894,0.0,2.0,1,0,5.07
1018,1216,127.31053,36.497748,0.0,2.0,1,0,6.1
1459,1216,127.244723,36.496255,0.0,2.0,1,0,19.09
1949,1216,127.22993,36.510399,0.0,2.0,1,0,1.41
1382,1216,127.241923,36.508983,0.0,2.0,1,0,3.54
913,1216,127.256726,36.484572,0.0,2.0,1,0,11.97
465,1216,127.249288,36.483121,0.0,2.0,1,0,7.55
2096,1216,127.265018,36.487162,0.0,2.0,1,0,4.49
528,1216,127.247185,36.466008,0.0,2.0,1,0,4.09
1060,1216,127.329186,36.49894,0.0,2.0,1,0,1.36
2047,1216,127.267186,36.504732,0.0,2.0,1,0,8.22
444,1216,127.328621,36.499711,0.0,2.0,1,0,2.45
878,1216,127.258088,36.489306,0.0,2.0,1,0,41.25
66,1216,127.250668,36.486754,0.0,2.0,1,0,13.63
1494,1216,127.256961,36.490977,0.0,2.0,1,0,63.35
2054,1216,127.2662,36.495258,0.0,2.0,1,0,6.66
1053,1216,127.267595,36.506868,0.0,2.0,1,0,8.68
1592,1216,127.250465,36.512819,0.0,2.0,1,0,2.23
885,1216,127.265634,36.496111,0.0,2.0,1,0,3.17
1046,1216,127.306808,36.496003,0.0,2.0,1,0,19.18
2061,1216,127.293302,36.482616,0.0,2.0,1,0,7.22
73,1216,127.243401,36.493183,0.0,2.0,1,0,5.51
80,1216,127.252411,36.493288,0.0,2.0,1,0,7.72
2068,1216,127.294955,36.478563,0.0,2.0,1,0,6.23
892,1216,127.267443,36.504548,0.0,2.0,1,0,10.52
451,1216,127.259114,36.517504,0.0,2.0,1,0,8.28
822,1216,127.264431,36.498105,0.0,2.0,1,0,5.89
1011,1216,127.27964,36.47092,0.0,2.0,1,0,4.82
45,1216,127.259123,36.476538,0.0,2.0,1,0,8.57
941,1216,127.251968,36.495781,0.0,2.0,1,0,17.34
2131,1216,127.304042,36.496106,0.0,2.0,1,0,3.34
955,1216,127.251715,36.504355,0.0,2.0,1,0,16.97
17,1216,127.295293,36.485517,0.0,2.0,1,0,2.73
976,1216,127.269628,36.496308,0.0,2.0,1,0,40.45
1032,1216,127.296809,36.610198,0.0,2.0,1,0,8.49
479,1216,127.258063,36.503066,0.0,2.0,1,0,1.62
1536,1216,127.252734,36.487647,0.0,2.0,1,0,4.29
969,1216,127.263175,36.489469,0.0,2.0,1,0,8.46
10,1216,127.30788,36.481427,0.0,2.0,1,0,5.79
1550,1216,127.248985,36.486916,0.0,2.0,1,0,5.53
948,1216,127.249746,36.494938,0.0,2.0,1,0,10.89
521,1216,127.322189,36.498194,0.0,2.0,1,0,10.46
1039,1216,127.261514,36.504309,0.0,2.0,1,0,11.87
2138,1216,127.257635,36.486579,0.0,2.0,1,0,10.91
1585,1216,127.262638,36.491111,0.0,2.0,1,0,13.53
276,1216,127.263429,36.506202,0.0,2.0,1,0,3.76
493,1216,127.259974,36.515383,0.0,2.0,1,0,2.99
983,1216,127.276958,36.50224,0.0,2.0,1,0,6.58
1529,1216,127.256948,36.487992,0.0,2.0,1,0,13.9
2124,1216,127.258432,36.508184,0.0,2.0,1,0,2.27
1571,1216,127.257568,36.487754,0.0,2.0,1,0,9.32
507,1216,127.290782,36.594882,0.0,2.0,1,0,9.5
2103,1216,127.30418,36.492171,0.0,2.0,1,0,16.24
1004,1216,127.250099,36.485967,0.0,2.0,1,0,4.89
38,1216,127.276779,36.472197,0.0,2.0,1,0,3.88
920,1216,127.256149,36.49357,0.0,2.0,1,0,21.84
1522,1216,127.255669,36.485127,0.0,2.0,1,0,3.93
2110,1216,127.258282,36.491393,0.0,2.0,1,0,44.07
87,1216,127.245067,36.498814,0.0,2.0,1,0,3.4
997,1216,127.259576,36.513555,0.0,2.0,1,0,10.68
927,1216,127.260933,36.504349,0.0,2.0,1,0,1.76
1613,1216,127.249799,36.504512,0.0,2.0,1,0,8.91
1557,1216,127.261713,36.504864,0.0,2.0,1,0,12.27
486,1216,127.241161,36.519924,0.0,2.0,1,0,5.24
31,1216,127.303227,36.495907,0.0,2.0,1,0,5.04
2117,1216,127.265345,36.498407,0.0,2.0,1,0,4.69
2145,1216,127.255243,36.486866,0.0,2.0,1,0,21.93
24,1216,127.307863,36.481517,0.0,2.0,1,0,4.28
934,1216,127.25878,36.514595,0.0,2.0,1,0,9.63
1564,1216,127.251881,36.494407,0.0,2.0,1,0,4.7
1599,1216,127.257419,36.507592,0.0,2.0,1,0,-0.4
1501,1216,127.289957,36.480167,0.0,2.0,1,0,4.34
1095,1216,127.269581,36.491393,0.0,2.0,1,0,33.26
108,1216,127.234014,36.510417,0.0,2.0,1,0,0.62
2005,1216,127.248956,36.511523,0.0,2.0,1,0,5.21
430,1216,127.309124,36.497413,0.0,2.0,1,0,11.88
115,1216,127.232672,36.518381,0.0,2.0,1,0,0.83
871,1216,127.30001,36.491935,0.0,2.0,1,0,13.9
2012,1216,127.250458,36.512605,0.0,2.0,1,0,4.36
1473,1216,127.297462,36.482212,0.0,2.0,1,0,8.27
472,1216,127.264161,36.516144,0.0,2.0,1,0,11.39
542,1216,127.264454,36.52787,0.0,2.0,1,0,9.41
843,1216,127.2417,36.496172,0.0,2.0,1,0,9.66
1088,1216,127.310056,36.49599,0.0,2.0,1,0,3.87
500,1216,127.267166,36.525831,0.0,2.0,1,0,2.4
1991,1216,127.24962,36.506615,0.0,2.0,1,0,4.57
850,1216,127.255052,36.49264,0.0,2.0,1,0,27.25
1081,1216,127.288709,36.4788,0.0,2.0,1,0,43.76
1102,1216,127.318591,36.494163,0.0,2.0,1,0,18.6
1620,1216,127.248629,36.511553,0.0,2.0,1,0,5.63
3,1216,127.28909,36.480842,0.0,2.0,1,0,46.26
1998,1216,127.25001,36.509118,0.0,2.0,1,0,3.73
1984,1216,127.247207,36.502186,0.0,2.0,1,0,3.99
829,1216,127.244934,36.494836,0.0,2.0,1,0,3.7
1627,1216,127.276504,36.474518,0.0,2.0,1,0,15.55
1116,1216,127.269877,36.491979,0.0,2.0,1,0,45.3
122,1216,127.239164,36.518155,0.0,2.0,1,0,2.67
1466,1216,127.254081,36.492507,0.0,2.0,1,0,13.19
423,1216,127.234777,36.504293,0.0,2.0,1,0,2.25
136,1216,127.246239,36.499491,0.0,2.0,1,0,6.96
962,1216,127.260765,36.482946,0.0,2.0,1,0,16.86
857,1216,127.253187,36.475209,0.0,2.0,1,0,11.01
1480,1216,127.265278,36.486225,0.0,2.0,1,0,3.1
1123,1216,127.291523,36.591022,0.0,2.0,1,0,6.32
129,1216,127.239786,36.510795,0.0,2.0,1,0,1.9
2019,1216,127.249809,36.519458,0.0,2.0,1,0,1.82
1746,1216,127.300345,36.485543,0.0,2.0,1,0,14.57
864,1216,127.266194,36.485519,0.0,2.0,1,0,4.68
1606,1216,127.257111,36.487465,0.0,2.0,1,0,5.61
1067,1216,127.254439,36.479888,0.0,2.0,1,0,3.52
1074,1216,127.260262,36.508541,0.0,2.0,1,0,4.43
2040,1216,127.257618,36.508385,0.0,2.0,1,0,5.54
1487,1216,127.304452,36.492532,0.0,2.0,1,0,6.14
437,1216,127.313487,36.498583,0.0,2.0,1,0,16.1
94,1216,127.238061,36.502561,0.0,2.0,1,0,0.96
2026,1216,127.26221,36.515906,0.0,2.0,1,0,5.86
101,1216,127.234265,36.506451,0.0,2.0,1,0,0.72
2033,1216,127.265962,36.514743,0.0,2.0,1,0,10.53
836,1216,127.289331,36.476651,0.0,2.0,1,0,38.41
549,1216,127.2666,36.489121,0.0,2.0,1,0,45.04
1109,1216,127.232504,36.522384,0.0,2.0,1,0,1.19
535,1216,127.261899,36.508227,0.0,2.0,1,0,13.87
3805,1217,127.232672,36.518381,-10.0,-3.0,0,0,1.3
501,1217,127.269877,36.491979,-10.0,-3.0,0,0,0.53
3672,1217,127.328434,36.501578,-10.0,-3.0,0,0,0.4
2881,1217,127.250358,36.48535,-10.0,-3.0,0,0,0.11
3679,1217,127.267784,36.50953,-10.0,-3.0,0,0,-0.46
592,1217,127.328582,36.50074,-10.0,-3.0,0,0,-0.28
3756,1217,127.250668,36.486754,-10.0,-3.0,0,0,4.34
1369,1217,127.247207,36.502186,-10.0,-3.0,0,0,-1.92
1467,1217,127.256191,36.490722,-10.0,-3.0,0,0,3.91
1495,1217,127.258282,36.491393,-10.0,-3.0,0,0,9.5
564,1217,127.295203,36.481535,-10.0,-3.0,0,0,-0.11
2776,1217,127.259691,36.511538,-10.0,-3.0,0,0,-0.31
1411,1217,127.26221,36.515906,-10.0,-3.0,0,0,2.49
1530,1217,127.255243,36.486866,-10.0,-3.0,0,0,6.67
2937,1217,127.300929,36.481362,-10.0,-3.0,0,0,1.64
2811,1217,127.26829,36.480811,-10.0,-3.0,0,0,-0.85
2846,1217,127.244891,36.50313,-10.0,-3.0,0,0,2.48
3742,1217,127.253419,36.481052,-10.0,-3.0,0,0,2.15
1453,1217,127.294955,36.478563,-10.0,-3.0,0,0,1.33
1348,1217,127.23724,36.520021,-10.0,-3.0,0,0,1.6
641,1217,127.298603,36.489872,-10.0,-3.0,0,0,-0.67
1460,1217,127.244926,36.497532,-10.0,-3.0,0,0,1.63
3812,1217,127.239164,36.518155,-10.0,-3.0,0,0,1.55
2888,1217,127.262468,36.496818,-10.0,-3.0,0,0,-0.75
2951,1217,127.242839,36.525969,-10.0,-3.0,0,0,1.38
627,1217,127.298771,36.483134,-10.0,-3.0,0,0,-2.07
1418,1217,127.265962,36.514743,-10.0,-3.0,0,0,1.56
1537,1217,127.256158,36.494057,-10.0,-3.0,0,0,8.6
1355,1217,127.239155,36.516902,-10.0,-3.0,0,0,0.9
585,1217,127.282449,36.468474,-10.0,-3.0,0,0,4.36
550,1217,127.264689,36.487647,-10.0,-3.0,0,0,2.28
557,1217,127.256584,36.492734,-10.0,-3.0,0,0,4.77
2902,1217,127.287455,36.479679,-10.0,-3.0,0,0,-0.85
3665,1217,127.323865,36.497535,-10.0,-3.0,0,0,-0.08
3749,1217,127.251107,36.483183,-10.0,-3.0,0,0,0.85
1488,1217,127.30418,36.492171,-10.0,-3.0,0,0,2.28
2909,1217,127.233825,36.519781,-10.0,-3.0,0,0,1.09
1509,1217,127.258432,36.508184,-10.0,-3.0,0,0,-0.04
2944,1217,127.245721,36.517323,-10.0,-3.0,0,0,1.81
2839,1217,127.257046,36.495686,-10.0,-3.0,0,0,0.54
2853,1217,127.280742,36.471162,-10.0,-3.0,0,0,2.71
3714,1217,127.307863,36.481517,-10.0,-3.0,0,0,1.04
1362,1217,127.243793,36.501713,-10.0,-3.0,0,0,8.33
2832,1217,127.259421,36.484841,-10.0,-3.0,0,0,-3.23
3777,1217,127.245067,36.498814,-10.0,-3.0,0,0,-0.64
2867,1217,127.251684,36.470509,-10.0,-3.0,0,0,8.97
1390,1217,127.248956,36.511523,-10.0,-3.0,0,0,0.98
3728,1217,127.276779,36.472197,-10.0,-3.0,0,0,0.53
599,1217,127.287577,36.480599,-10.0,-3.0,0,0,6.25
515,1217,127.299658,36.487013,-10.0,-3.0,0,0,1.27
1404,1217,127.249809,36.519458,-10.0,-3.0,0,0,1.21
3693,1217,127.28909,36.480842,-10.0,-3.0,0,0,1.44
2860,1217,127.259272,36.498197,-10.0,-3.0,0,0,-2.04
494,1217,127.232504,36.522384,-10.0,-3.0,0,0,1.05
634,1217,127.296539,36.487322,-10.0,-3.0,0,0,2.03
2769,1217,127.259364,36.500987,-10.0,-3.0,0,0,14.13
3721,1217,127.303227,36.495907,-10.0,-3.0,0,0,-3.14
1502,1217,127.265345,36.498407,-10.0,-3.0,0,0,1.57
578,1217,127.322671,36.496736,-10.0,-3.0,0,0,0.73
1432,1217,127.267186,36.504732,-10.0,-3.0,0,0,1.87
1397,1217,127.250458,36.512605,-10.0,-3.0,0,0,1.3
2797,1217,127.251984,36.490853,-10.0,-3.0,0,0,1.16
1481,1217,127.265018,36.487162,-10.0,-3.0,0,0,1.94
3784,1217,127.238061,36.502561,-10.0,-3.0,0,0,0.39
536,1217,127.26201,36.507734,-10.0,-3.0,0,0,5.59
2874,1217,127.28665,36.594851,-10.0,-3.0,0,0,0.23
3700,1217,127.30788,36.481427,-10.0,-3.0,0,0,0.92
2825,1217,127.272031,36.501221,-10.0,-3.0,0,0,-3.12
3791,1217,127.234265,36.506451,-10.0,-3.0,0,0,0.46
1425,1217,127.257618,36.508385,-10.0,-3.0,0,0,2.38
2916,1217,127.289234,36.608603,-10.0,-3.0,0,0,4.56
3763,1217,127.243401,36.493183,-10.0,-3.0,0,0,-0.73
606,1217,127.261637,36.509061,-10.0,-3.0,0,0,1.86
2818,1217,127.263804,36.495494,-10.0,-3.0,0,0,4.09
529,1217,127.250582,36.481289,-10.0,-3.0,0,0,-0.96
3735,1217,127.259123,36.476538,-10.0,-3.0,0,0,-0.95
620,1217,127.286182,36.477736,-10.0,-3.0,0,0,-0.93
3798,1217,127.234014,36.510417,-10.0,-3.0,0,0,0.16
2895,1217,127.311014,36.5011,-10.0,-3.0,0,0,1.63
3686,1217,127.259176,36.484292,-10.0,-3.0,0,0,8.78
1474,1217,127.298353,36.482894,-10.0,-3.0,0,0,-0.91
3707,1217,127.295293,36.485517,-10.0,-3.0,0,0,-0.93
2923,1217,127.302517,36.48525,-10.0,-3.0,0,0,-0.41
508,1217,127.291523,36.591022,-10.0,-3.0,0,0,0.92
522,1217,127.298952,36.484544,-10.0,-3.0,0,0,4.32
1516,1217,127.304042,36.496106,-10.0,-3.0,0,0,-2.41
571,1217,127.24139,36.516053,-10.0,-3.0,0,0,1.27
1439,1217,127.2662,36.495258,-10.0,-3.0,0,0,-0.33
1383,1217,127.25001,36.509118,-10.0,-3.0,0,0,-0.67
543,1217,127.240604,36.517274,-10.0,-3.0,0,0,1.58
1075,1217,127.248062,36.485904,-10.0,-3.0,0,0,0.85
3770,1217,127.252411,36.493288,-10.0,-3.0,0,0,0.21
1376,1217,127.24962,36.506615,-10.0,-3.0,0,0,-0.1
613,1217,127.255611,36.501082,-10.0,-3.0,0,0,2.44
2804,1217,127.247303,36.504762,-10.0,-3.0,0,0,0.92
3308,1217,127.248791,36.496976,-10.0,-3.0,0,0,1.98
2153,1217,127.251225,36.484847,-10.0,-3.0,0,0,-0.85
3658,1217,127.261847,36.499833,-10.0,-3.0,0,0,-1.86
844,1217,127.244723,36.496255,-10.0,-3.0,0,0,5.01
1096,1217,127.258243,36.507789,-10.0,-3.0,0,0,3.66
3210,1217,127.244961,36.505519,-10.0,-3.0,0,0,5.42
3455,1217,127.256346,36.494621,-10.0,-3.0,0,0,8.43
3231,1217,127.243538,36.512167,-10.0,-3.0,0,0,4.32
851,1217,127.254081,36.492507,-10.0,-3.0,0,0,1.25
3217,1217,127.250042,36.500706,-10.0,-3.0,0,0,3.48
