,날짜,use_end_lng,use_end_lat,최저기온(°C),최고기온(°C),강수유무,주간/주말,대여자수
2458,1214,127.255611,36.501082,8.21,9.61,1,1,16.43
610,1214,127.317184,36.483881,8.21,9.61,1,1,3.32
1842,1214,127.25492,36.499012,8.21,9.61,1,1,21.85
3690,1214,127.289038,36.47895,8.21,9.61,1,1,7.31
351,1214,127.26829,36.480811,8.21,9.61,1,1,10.03
617,1214,127.288405,36.480258,8.21,9.61,1,1,1.03
3956,1214,127.259943,36.497628,8.21,9.61,1,1,41.18
2332,1214,127.318591,36.494163,8.21,9.61,1,1,25.49
3949,1214,127.304154,36.491211,8.21,9.61,1,1,3.25
330,1214,127.259844,36.500817,8.21,9.61,1,1,45.45
2486,1214,127.298603,36.489872,8.21,9.61,1,1,5.23
2311,1214,127.288709,36.4788,8.21,9.61,1,1,33.46
2507,1214,127.254921,36.474023,8.21,9.61,1,1,12.64
3599,1214,127.301668,36.484908,8.21,9.61,1,1,14.73
708,1214,127.239876,36.50235,8.21,9.61,1,1,10.73
1793,1214,127.306277,36.495141,8.21,9.61,1,1,12.95
3697,1214,127.294376,36.483899,8.21,9.61,1,1,4.17
3592,1214,127.267491,36.527971,8.21,9.61,1,1,4.07
309,1214,127.259364,36.500987,8.21,9.61,1,1,67.97
715,1214,127.239389,36.507022,8.21,9.61,1,1,8.11
3991,1214,127.255413,36.489045,8.21,9.61,1,1,17.85
2514,1214,127.259645,36.482133,8.21,9.61,1,1,46.66
1996,1214,127.250973,36.504884,8.21,9.61,1,1,6.62
722,1214,127.229409,36.514352,8.21,9.61,1,1,3.24
1786,1214,127.261328,36.488689,8.21,9.61,1,1,25.06
3578,1214,127.284106,36.497816,8.21,9.61,1,1,13.14
302,1214,127.255995,36.490854,8.21,9.61,1,1,7.72
1821,1214,127.321965,36.497709,8.21,9.61,1,1,15.5
729,1214,127.231787,36.517593,8.21,9.61,1,1,1.28
3571,1214,127.311827,36.497844,8.21,9.61,1,1,35.41
4005,1214,127.261554,36.507543,8.21,9.61,1,1,29.07
3585,1214,127.301503,36.489072,8.21,9.61,1,1,6.44
3718,1214,127.307027,36.482323,8.21,9.61,1,1,7.39
701,1214,127.244546,36.499254,8.21,9.61,1,1,4.01
1800,1214,127.23453,36.519433,8.21,9.61,1,1,3.23
3998,1214,127.251225,36.484847,8.21,9.61,1,1,5.69
2521,1214,127.251999,36.4842,8.21,9.61,1,1,10.19
659,1214,127.288415,36.479836,8.21,9.61,1,1,2.05
3641,1214,127.325863,36.501811,8.21,9.61,1,1,8.22
1814,1214,127.249105,36.502287,8.21,9.61,1,1,15.83
3634,1214,127.26128,36.494068,8.21,9.61,1,1,24.22
3977,1214,127.250021,36.482426,8.21,9.61,1,1,10.58
2318,1214,127.310056,36.49599,8.21,9.61,1,1,7.92
673,1214,127.248515,36.482801,8.21,9.61,1,1,8.93
2493,1214,127.280865,36.474907,8.21,9.61,1,1,15.25
3627,1214,127.24453,36.519017,8.21,9.61,1,1,5.17
3606,1214,127.256688,36.499785,8.21,9.61,1,1,34.34
925,1214,127.259677,36.501739,8.21,9.61,1,1,58.78
1807,1214,127.310773,36.494962,8.21,9.61,1,1,4.96
3984,1214,127.255562,36.484743,8.21,9.61,1,1,9.97
687,1214,127.257124,36.487564,8.21,9.61,1,1,18.0
1989,1214,127.24989,36.504114,8.21,9.61,1,1,5.54
2500,1214,127.274318,36.475098,8.21,9.61,1,1,5.1
3613,1214,127.271626,36.527208,8.21,9.61,1,1,3.8
694,1214,127.252106,36.492861,8.21,9.61,1,1,11.9
1947,1214,127.231786,36.507032,8.21,9.61,1,1,3.43
2402,1214,127.256584,36.492734,8.21,9.61,1,1,27.62
316,1214,127.259691,36.511538,8.21,9.61,1,1,9.64
680,1214,127.250476,36.486842,8.21,9.61,1,1,10.4
365,1214,127.272031,36.501221,8.21,9.61,1,1,7.82
1912,1214,127.251418,36.487309,8.21,9.61,1,1,12.48
3830,1214,127.248263,36.50198,8.21,9.61,1,1,28.59
3893,1214,127.26201,36.504531,8.21,9.61,1,1,15.38
491,1214,127.242839,36.525969,8.21,9.61,1,1,2.51
2360,1214,127.299658,36.487013,8.21,9.61,1,1,6.56
407,1214,127.251684,36.470509,8.21,9.61,1,1,24.84
2395,1214,127.264689,36.487647,8.21,9.61,1,1,12.66
3823,1214,127.241406,36.503886,8.21,9.61,1,1,3.54
484,1214,127.245721,36.517323,8.21,9.61,1,1,5.11
1905,1214,127.253073,36.484625,8.21,9.61,1,1,8.3
3816,1214,127.239129,36.51541,8.21,9.61,1,1,3.78
3900,1214,127.270092,36.489489,8.21,9.61,1,1,4.37
2304,1214,127.260262,36.508541,8.21,9.61,1,1,9.85
477,1214,127.300929,36.481362,8.21,9.61,1,1,12.87
3620,1214,127.262608,36.491181,8.21,9.61,1,1,10.66
3081,1214,127.291883,36.482037,8.21,9.61,1,1,5.24
400,1214,127.259272,36.498197,8.21,9.61,1,1,8.07
3886,1214,127.26414,36.510086,8.21,9.61,1,1,12.56
470,1214,127.267736,36.500118,8.21,9.61,1,1,6.18
3837,1214,127.251003,36.501881,8.21,9.61,1,1,14.07
2388,1214,127.240604,36.517274,8.21,9.61,1,1,4.16
414,1214,127.28665,36.594851,8.21,9.61,1,1,3.89
3872,1214,127.262992,36.515996,8.21,9.61,1,1,7.03
3809,1214,127.237027,36.520219,8.21,9.61,1,1,1.71
428,1214,127.262468,36.496818,8.21,9.61,1,1,5.76
2374,1214,127.250582,36.481289,8.21,9.61,1,1,2.86
3865,1214,127.256407,36.518883,8.21,9.61,1,1,6.93
3879,1214,127.264529,36.513549,8.21,9.61,1,1,10.35
2367,1214,127.298952,36.484544,8.21,9.61,1,1,19.38
442,1214,127.287455,36.479679,8.21,9.61,1,1,0.08
1926,1214,127.249278,36.494827,8.21,9.61,1,1,13.82
3802,1214,127.237042,36.502942,8.21,9.61,1,1,4.22
435,1214,127.311014,36.5011,8.21,9.61,1,1,6.65
1898,1214,127.251569,36.480223,8.21,9.61,1,1,0.16
498,1214,127.285486,36.476889,8.21,9.61,1,1,22.32
3858,1214,127.250768,36.514231,8.21,9.61,1,1,1.6
421,1214,127.250358,36.48535,8.21,9.61,1,1,4.56
456,1214,127.289234,36.608603,8.21,9.61,1,1,11.05
1919,1214,127.245049,36.494615,8.21,9.61,1,1,5.1
3844,1214,127.249758,36.510313,8.21,9.61,1,1,5.29
1940,1214,127.237998,36.504463,8.21,9.61,1,1,3.16
463,1214,127.302517,36.48525,8.21,9.61,1,1,-2.15
449,1214,127.233825,36.519781,8.21,9.61,1,1,1.33
505,1214,127.297929,36.601053,8.21,9.61,1,1,4.36
3123,1214,127.251964,36.475565,8.21,9.61,1,1,6.12
3907,1214,127.28775,36.479902,8.21,9.61,1,1,-1.56
379,1214,127.257046,36.495686,8.21,9.61,1,1,15.56
2430,1214,127.282449,36.468474,8.21,9.61,1,1,23.21
3753,1214,127.250956,36.485164,8.21,9.61,1,1,4.49
3928,1214,127.248722,36.495532,8.21,9.61,1,1,26.34
554,1214,127.262421,36.49216,8.21,9.61,1,1,12.13
3851,1214,127.24898,36.511775,8.21,9.61,1,1,8.61
2381,1214,127.26201,36.507734,8.21,9.61,1,1,31.37
2353,1214,127.291523,36.591022,8.21,9.61,1,1,5.08
1961,1214,127.232677,36.518663,8.21,9.61,1,1,1.04
1856,1214,127.297858,36.482487,8.21,9.61,1,1,3.36
3067,1214,127.249473,36.519095,8.21,9.61,1,1,4.86
372,1214,127.259421,36.484841,8.21,9.61,1,1,10.43
3739,1214,127.252185,36.478211,8.21,9.61,1,1,1.78
568,1214,127.273774,36.469257,8.21,9.61,1,1,16.96
1863,1214,127.235896,36.499667,8.21,9.61,1,1,3.1
3732,1214,127.273195,36.470563,8.21,9.61,1,1,6.35
3935,1214,127.297137,36.482649,8.21,9.61,1,1,14.01
2339,1214,127.232504,36.522384,8.21,9.61,1,1,1.93
575,1214,127.322089,36.488489,8.21,9.61,1,1,16.33
2444,1214,127.287577,36.480599,8.21,9.61,1,1,18.36
3725,1214,127.276106,36.472293,8.21,9.61,1,1,12.23
2437,1214,127.328582,36.50074,8.21,9.61,1,1,2.08
582,1214,127.263136,36.524612,8.21,9.61,1,1,3.33
3760,1214,127.250133,36.489253,8.21,9.61,1,1,13.71
540,1214,127.267838,36.529558,8.21,9.61,1,1,8.19
2409,1214,127.295203,36.481535,8.21,9.61,1,1,4.42
3795,1214,127.229697,36.513094,8.21,9.61,1,1,1.93
820,1214,127.260127,36.501459,8.21,9.61,1,1,20.72
1891,1214,127.255363,36.475171,8.21,9.61,1,1,14.93
3788,1214,127.237259,36.506298,8.21,9.61,1,1,1.09
393,1214,127.280742,36.471162,8.21,9.61,1,1,11.01
519,1214,127.258506,36.506927,8.21,9.61,1,1,28.58
3914,1214,127.295566,36.479504,8.21,9.61,1,1,7.56
2416,1214,127.24139,36.516053,8.21,9.61,1,1,2.27
1877,1214,127.280487,36.475127,8.21,9.61,1,1,10.68
3781,1214,127.251723,36.498332,8.21,9.61,1,1,8.26
526,1214,127.288635,36.476536,8.21,9.61,1,1,24.58
1884,1214,127.276105,36.471763,8.21,9.61,1,1,4.65
3774,1214,127.240739,36.499051,8.21,9.61,1,1,7.0
386,1214,127.244891,36.50313,8.21,9.61,1,1,9.95
533,1214,127.249447,36.504891,8.21,9.61,1,1,7.87
2423,1214,127.322671,36.496736,8.21,9.61,1,1,9.57
3767,1214,127.249472,36.490763,8.21,9.61,1,1,3.0
3921,1214,127.243222,36.496011,8.21,9.61,1,1,15.52
2346,1214,127.269877,36.491979,8.21,9.61,1,1,15.48
1954,1214,127.233675,36.510748,8.21,9.61,1,1,1.8
736,1214,127.237564,36.517281,8.21,9.61,1,1,3.48
323,1214,127.239875,36.499373,8.21,9.61,1,1,3.55
2871,1214,127.309493,36.498208,8.21,9.61,1,1,4.0
3501,1214,127.303835,36.481239,8.21,9.61,1,1,21.02
806,1214,127.255733,36.512183,8.21,9.61,1,1,7.6
2031,1214,127.259256,36.514773,8.21,9.61,1,1,28.69
883,1214,127.262751,36.496759,8.21,9.61,1,1,28.35
4068,1214,127.256886,36.495246,8.21,9.61,1,1,20.17
2556,1214,127.233817,36.505251,8.21,9.61,1,1,2.51
1730,1214,127.267166,36.525831,8.21,9.61,1,1,6.59
3424,1214,127.244231,36.505287,8.21,9.61,1,1,6.57
3494,1214,127.288727,36.614142,8.21,9.61,1,1,20.77
267,1214,127.260151,36.497901,8.21,9.61,1,1,7.24
813,1214,127.267945,36.508601,8.21,9.61,1,1,1.9
4040,1214,127.262975,36.479914,8.21,9.61,1,1,2.61
2563,1214,127.230843,36.507874,8.21,9.61,1,1,3.8
1709,1214,127.258063,36.503066,8.21,9.61,1,1,10.5
3487,1214,127.303453,36.601647,8.21,9.61,1,1,4.25
2598,1214,127.246085,36.50206,8.21,9.61,1,1,5.35
2290,1214,127.329186,36.49894,8.21,9.61,1,1,5.96
4033,1214,127.258087,36.486723,8.21,9.61,1,1,4.24
4026,1214,127.256943,36.491374,8.21,9.61,1,1,33.78
785,1214,127.245395,36.516106,8.21,9.61,1,1,11.02
2010,1214,127.245669,36.514281,8.21,9.61,1,1,4.96
2549,1214,127.248864,36.498653,8.21,9.61,1,1,8.08
1702,1214,127.264161,36.516144,8.21,9.61,1,1,14.11
3417,1214,127.25786,36.487143,8.21,9.61,1,1,12.76
3515,1214,127.25981,36.488291,8.21,9.61,1,1,18.01
792,1214,127.256521,36.516357,8.21,9.61,1,1,5.56
862,1214,127.26861,36.482087,8.21,9.61,1,1,3.13
890,1214,127.265997,36.501462,8.21,9.61,1,1,-1.98
1723,1214,127.259974,36.515383,8.21,9.61,1,1,5.25
3508,1214,127.285131,36.475025,8.21,9.61,1,1,12.16
799,1214,127.258799,36.514439,8.21,9.61,1,1,3.51
274,1214,127.262309,36.50198,8.21,9.61,1,1,16.83
3522,1214,127.245976,36.509827,8.21,9.61,1,1,24.77
2017,1214,127.251742,36.516766,8.21,9.61,1,1,3.38
3410,1214,127.252272,36.494374,8.21,9.61,1,1,5.5
232,1214,127.246459,36.494778,8.21,9.61,1,1,4.08
3466,1214,127.252771,36.483513,8.21,9.61,1,1,9.66
512,1214,127.303015,36.490436,8.21,9.61,1,1,13.23
911,1214,127.25497,36.484967,8.21,9.61,1,1,5.02
253,1214,127.301409,36.487204,8.21,9.61,1,1,7.55
3445,1214,127.232544,36.499407,8.21,9.61,1,1,2.9
1716,1214,127.241161,36.519924,8.21,9.61,1,1,5.34
2577,1214,127.234859,36.516338,8.21,9.61,1,1,1.9
4054,1214,127.250704,36.51497,8.21,9.61,1,1,3.89
848,1214,127.248791,36.496976,8.21,9.61,1,1,18.58
2584,1214,127.241019,36.517241,8.21,9.61,1,1,3.75
246,1214,127.269095,36.481223,8.21,9.61,1,1,0.04
855,1214,127.295283,36.478607,8.21,9.61,1,1,4.76
2024,1214,127.258136,36.515974,8.21,9.61,1,1,15.09
3459,1214,127.249936,36.503709,8.21,9.61,1,1,7.39
876,1214,127.262,36.483099,8.21,9.61,1,1,16.45
3438,1214,127.269763,36.499854,8.21,9.61,1,1,6.85
1779,1214,127.2666,36.489121,8.21,9.61,1,1,45.43
239,1214,127.249401,36.493768,8.21,9.61,1,1,25.16
3431,1214,127.250018,36.508518,8.21,9.61,1,1,5.18
1737,1214,127.290782,36.594882,8.21,9.61,1,1,6.37
2297,1214,127.254439,36.479888,8.21,9.61,1,1,2.89
3480,1214,127.291021,36.479857,8.21,9.61,1,1,4.68
561,1214,127.289834,36.497709,8.21,9.61,1,1,7.41
869,1214,127.302012,36.487034,8.21,9.61,1,1,0.05
834,1214,127.273169,36.47094,8.21,9.61,1,1,3.57
2276,1214,127.306808,36.496003,8.21,9.61,1,1,17.53
827,1214,127.246134,36.491607,8.21,9.61,1,1,9.57
2570,1214,127.233017,36.513226,8.21,9.61,1,1,1.53
4061,1214,127.268355,36.468184,8.21,9.61,1,1,13.18
2591,1214,127.2394,36.510443,8.21,9.61,1,1,1.32
3473,1214,127.277269,36.473942,8.21,9.61,1,1,8.85
2283,1214,127.267595,36.506868,8.21,9.61,1,1,14.65
260,1214,127.303937,36.490897,8.21,9.61,1,1,2.13
897,1214,127.267301,36.522272,8.21,9.61,1,1,3.6
1751,1214,127.322189,36.498194,8.21,9.61,1,1,0.71
3452,1214,127.256734,36.49024,8.21,9.61,1,1,65.08
750,1214,127.244961,36.505519,8.21,9.61,1,1,21.42
771,1214,127.243538,36.512167,8.21,9.61,1,1,26.8
4047,1214,127.263408,36.495654,8.21,9.61,1,1,12.51
4019,1214,127.261286,36.503896,8.21,9.61,1,1,32.6
547,1214,127.261355,36.491474,8.21,9.61,1,1,21.01
3536,1214,127.246996,36.489914,8.21,9.61,1,1,6.58
3396,1214,127.240966,36.493701,8.21,9.61,1,1,6.16
1765,1214,127.261899,36.508227,8.21,9.61,1,1,31.36
225,1214,127.299023,36.480826,8.21,9.61,1,1,12.07
764,1214,127.252735,36.501528,8.21,9.61,1,1,15.64
3543,1214,127.313054,36.497527,8.21,9.61,1,1,5.79
2612,1214,127.241923,36.508983,8.21,9.61,1,1,3.48
841,1214,127.301747,36.485021,8.21,9.61,1,1,7.48
1772,1214,127.264454,36.52787,8.21,9.61,1,1,10.99
4075,1214,127.25016,36.502959,8.21,9.61,1,1,10.48
918,1214,127.253609,36.488251,8.21,9.61,1,1,6.23
288,1214,127.262081,36.480312,8.21,9.61,1,1,19.23
3550,1214,127.282393,36.474437,8.21,9.61,1,1,20.83
2003,1214,127.247855,36.511842,8.21,9.61,1,1,21.11
4082,1214,127.231915,36.49982,8.21,9.61,1,1,14.95
2038,1214,127.264788,36.511118,8.21,9.61,1,1,16.74
1695,1214,127.249288,36.483121,8.21,9.61,1,1,6.06
757,1214,127.250042,36.500706,8.21,9.61,1,1,20.29
2535,1214,127.24858,36.494859,8.21,9.61,1,1,17.9
3557,1214,127.252117,36.517449,8.21,9.61,1,1,2.57
4012,1214,127.242918,36.494065,8.21,9.61,1,1,6.88
281,1214,127.264262,36.519649,8.21,9.61,1,1,5.72
1688,1214,127.260959,36.509331,8.21,9.61,1,1,23.92
2605,1214,127.249841,36.504353,8.21,9.61,1,1,6.99
3564,1214,127.236325,36.500387,8.21,9.61,1,1,6.07
2528,1214,127.247663,36.48678,8.21,9.61,1,1,9.75
778,1214,127.252444,36.5114,8.21,9.61,1,1,3.76
743,1214,127.240092,36.508769,8.21,9.61,1,1,5.03
3382,1214,127.256158,36.494057,8.21,9.61,1,1,34.58
1758,1214,127.247185,36.466008,8.21,9.61,1,1,3.67
2542,1214,127.25591,36.491253,8.21,9.61,1,1,17.26
295,1214,127.254928,36.484807,8.21,9.61,1,1,5.12
2269,1214,127.261514,36.504309,8.21,9.61,1,1,23.4
3529,1214,127.27871,36.473434,8.21,9.61,1,1,5.99
904,1214,127.262678,36.480336,8.21,9.61,1,1,3.86
3389,1214,127.261377,36.50535,8.21,9.61,1,1,1.23
3403,1214,127.261445,36.504057,8.21,9.61,1,1,7.25
3607,1215,127.256811,36.49901,13.0,18.0,1,1,39.27
2277,1215,127.304615,36.496675,13.0,18.0,1,1,7.84
2417,1215,127.321606,36.490739,13.0,18.0,1,1,17.93
2179,1215,127.251881,36.494407,13.0,18.0,1,1,3.27
2424,1215,127.260384,36.497497,13.0,18.0,1,1,12.57
1493,1215,127.258088,36.489306,13.0,18.0,1,1,45.34
2039,1215,127.261882,36.510627,13.0,18.0,1,1,17.23
2053,1215,127.269458,36.497987,13.0,18.0,1,1,19.21
2025,1215,127.261888,36.516176,13.0,18.0,1,1,7.84
2263,1215,127.290559,36.621048,13.0,18.0,1,1,5.88
2368,1215,127.301324,36.484498,13.0,18.0,1,1,12.71
2809,1215,127.244231,36.505287,13.0,18.0,1,1,6.57
2375,1215,127.244675,36.487448,13.0,18.0,1,1,3.1
1927,1215,127.25591,36.491253,13.0,18.0,1,1,17.26
1955,1215,127.233017,36.513226,13.0,18.0,1,1,1.53
2613,1215,127.25001,36.509118,13.0,18.0,1,1,4.14
1689,1215,127.260262,36.508541,13.0,18.0,1,1,9.85
2270,1215,127.317873,36.494792,13.0,18.0,1,1,7.57
1437,1215,127.264431,36.498105,13.0,18.0,1,1,13.2
2816,1215,127.250018,36.508518,13.0,18.0,1,1,5.18
1486,1215,127.30001,36.491935,13.0,18.0,1,1,13.56
2648,1215,127.265962,36.514743,13.0,18.0,1,1,11.05
2865,1215,127.291021,36.479857,13.0,18.0,1,1,4.68
2347,1215,127.274595,36.494794,13.0,18.0,1,1,12.65
1878,1215,127.280865,36.474907,13.0,18.0,1,1,15.25
2585,1215,127.239155,36.516902,13.0,18.0,1,1,1.97
1934,1215,127.248864,36.498653,13.0,18.0,1,1,8.08
2620,1215,127.248956,36.511523,13.0,18.0,1,1,5.1
1682,1215,127.254439,36.479888,13.0,18.0,1,1,2.89
1885,1215,127.274318,36.475098,13.0,18.0,1,1,5.1
1654,1215,127.261514,36.504309,13.0,18.0,1,1,23.4
2256,1215,127.309493,36.498208,13.0,18.0,1,1,4.0
1479,1215,127.266194,36.485519,13.0,18.0,1,1,4.06
1717,1215,127.318591,36.494163,13.0,18.0,1,1,25.49
2249,1215,127.310543,36.497302,13.0,18.0,1,1,9.88
1451,1215,127.289331,36.476651,13.0,18.0,1,1,29.18
2606,1215,127.24962,36.506615,13.0,18.0,1,1,6.7
1465,1215,127.255052,36.49264,13.0,18.0,1,1,21.51
1675,1215,127.329186,36.49894,13.0,18.0,1,1,5.96
1948,1215,127.230843,36.507874,13.0,18.0,1,1,3.8
1668,1215,127.267595,36.506868,13.0,18.0,1,1,14.65
2634,1215,127.249809,36.519458,13.0,18.0,1,1,3.14
2627,1215,127.250458,36.512605,13.0,18.0,1,1,4.81
2599,1215,127.247207,36.502186,13.0,18.0,1,1,7.81
1941,1215,127.233817,36.505251,13.0,18.0,1,1,2.51
1906,1215,127.251999,36.4842,13.0,18.0,1,1,10.19
2396,1215,127.262159,36.487447,13.0,18.0,1,1,23.33
1703,1215,127.310056,36.49599,13.0,18.0,1,1,7.92
2389,1215,127.271252,36.503824,13.0,18.0,1,1,22.61
2844,1215,127.249936,36.503709,13.0,18.0,1,1,7.39
1913,1215,127.247663,36.48678,13.0,18.0,1,1,9.75
1458,1215,127.2417,36.496172,13.0,18.0,1,1,9.38
2046,1215,127.271983,36.502563,13.0,18.0,1,1,20.07
2851,1215,127.252771,36.483513,13.0,18.0,1,1,9.66
2837,1215,127.256734,36.49024,13.0,18.0,1,1,65.08
2137,1215,127.255669,36.485127,13.0,18.0,1,1,5.02
2354,1215,127.299561,36.503421,13.0,18.0,1,1,3.91
2158,1215,127.261263,36.505084,13.0,18.0,1,1,12.54
2130,1215,127.27429,36.505758,13.0,18.0,1,1,4.88
1444,1215,127.244934,36.494836,13.0,18.0,1,1,6.78
2858,1215,127.277269,36.473942,13.0,18.0,1,1,8.85
2172,1215,127.261713,36.504864,13.0,18.0,1,1,36.43
2592,1215,127.243793,36.501713,13.0,18.0,1,1,29.88
2410,1215,127.295035,36.481002,13.0,18.0,1,1,9.73
1661,1215,127.306808,36.496003,13.0,18.0,1,1,17.53
2641,1215,127.26221,36.515906,13.0,18.0,1,1,9.6
2361,1215,127.300345,36.485543,13.0,18.0,1,1,15.08
2144,1215,127.256948,36.487992,13.0,18.0,1,1,14.73
1710,1215,127.269581,36.491393,13.0,18.0,1,1,13.04
2830,1215,127.232544,36.499407,13.0,18.0,1,1,2.9
1472,1215,127.253187,36.475209,13.0,18.0,1,1,12.41
1920,1215,127.24858,36.494859,13.0,18.0,1,1,17.9
2823,1215,127.269763,36.499854,13.0,18.0,1,1,6.85
1696,1215,127.288709,36.4788,13.0,18.0,1,1,33.46
2690,1215,127.244926,36.497532,13.0,18.0,1,1,14.34
2116,1215,127.289957,36.480167,13.0,18.0,1,1,4.64
1892,1215,127.254921,36.474023,13.0,18.0,1,1,12.64
2711,1215,127.265018,36.487162,13.0,18.0,1,1,7.22
2431,1215,127.29294,36.480135,13.0,18.0,1,1,3.07
2312,1215,127.299956,36.485073,13.0,18.0,1,1,18.81
1990,1215,127.249841,36.504353,13.0,18.0,1,1,6.99
2228,1215,127.249799,36.504512,13.0,18.0,1,1,11.89
2074,1215,127.244723,36.496255,13.0,18.0,1,1,20.51
2739,1215,127.258432,36.508184,13.0,18.0,1,1,6.63
1563,1215,127.249746,36.494938,13.0,18.0,1,1,14.74
1808,1215,127.322671,36.496736,13.0,18.0,1,1,9.57
2494,1215,127.276688,36.472668,13.0,18.0,1,1,5.77
2095,1215,127.265278,36.486225,13.0,18.0,1,1,2.39
2543,1215,127.252129,36.495453,13.0,18.0,1,1,10.85
2207,1215,127.250465,36.512819,13.0,18.0,1,1,2.51
1612,1215,127.259576,36.513555,13.0,18.0,1,1,13.17
2382,1215,127.28137,36.49906,13.0,18.0,1,1,22.31
1759,1215,127.250582,36.481289,13.0,18.0,1,1,2.86
2746,1215,127.304042,36.496106,13.0,18.0,1,1,4.5
1605,1215,127.257465,36.486861,13.0,18.0,1,1,21.35
2165,1215,127.248985,36.486916,13.0,18.0,1,1,5.47
1815,1215,127.282449,36.468474,13.0,18.0,1,1,23.21
2487,1215,127.298701,36.490841,13.0,18.0,1,1,1.94
2011,1215,127.242543,36.514818,13.0,18.0,1,1,7.4
2319,1215,127.27699,36.47095,13.0,18.0,1,1,9.45
1983,1215,127.246085,36.50206,13.0,18.0,1,1,5.35
2753,1215,127.257635,36.486579,13.0,18.0,1,1,13.49
1591,1215,127.269628,36.496308,13.0,18.0,1,1,1.81
1549,1215,127.25878,36.514595,13.0,18.0,1,1,16.67
1822,1215,127.328582,36.50074,13.0,18.0,1,1,2.08
2480,1215,127.301179,36.486802,13.0,18.0,1,1,6.13
2550,1215,127.249656,36.498909,13.0,18.0,1,1,7.43
2697,1215,127.256191,36.490722,13.0,18.0,1,1,25.45
1752,1215,127.298952,36.484544,13.0,18.0,1,1,19.38
2501,1215,127.272908,36.474216,13.0,18.0,1,1,4.32
1556,1215,127.251968,36.495781,13.0,18.0,1,1,21.28
2291,1215,127.265907,36.506698,13.0,18.0,1,1,57.44
1899,1215,127.259645,36.482133,13.0,18.0,1,1,46.66
1780,1215,127.264689,36.487647,13.0,18.0,1,1,12.66
2536,1215,127.248148,36.493878,13.0,18.0,1,1,12.7
2305,1215,127.248062,36.485904,13.0,18.0,1,1,6.62
2718,1215,127.30418,36.492171,13.0,18.0,1,1,24.18
1584,1215,127.263175,36.489469,13.0,18.0,1,1,9.6
2529,1215,127.250338,36.488113,13.0,18.0,1,1,6.04
1787,1215,127.256584,36.492734,13.0,18.0,1,1,27.62
2403,1215,127.259026,36.495499,13.0,18.0,1,1,33.78
2515,1215,127.260369,36.479792,13.0,18.0,1,1,20.35
1997,1215,127.241923,36.508983,13.0,18.0,1,1,3.48
1598,1215,127.276958,36.50224,13.0,18.0,1,1,4.8
2704,1215,127.298353,36.482894,13.0,18.0,1,1,5.45
2004,1215,127.249595,36.511492,13.0,18.0,1,1,3.35
2725,1215,127.258282,36.491393,13.0,18.0,1,1,44.64
1577,1215,127.260765,36.482946,13.0,18.0,1,1,25.18
2298,1215,127.292663,36.480504,13.0,18.0,1,1,7.84
1773,1215,127.240604,36.517274,13.0,18.0,1,1,4.16
2081,1215,127.254081,36.492507,13.0,18.0,1,1,15.55
2522,1215,127.251332,36.485046,13.0,18.0,1,1,5.05
1794,1215,127.295203,36.481535,13.0,18.0,1,1,4.42
2088,1215,127.297462,36.482212,13.0,18.0,1,1,6.8
1766,1215,127.26201,36.507734,13.0,18.0,1,1,31.37
2732,1215,127.265345,36.498407,13.0,18.0,1,1,35.73
1570,1215,127.251715,36.504355,13.0,18.0,1,1,17.57
1801,1215,127.24139,36.516053,13.0,18.0,1,1,2.27
1619,1215,127.250099,36.485967,13.0,18.0,1,1,3.92
2683,1215,127.294955,36.478563,13.0,18.0,1,1,8.96
2102,1215,127.304452,36.492532,13.0,18.0,1,1,8.5
2221,1215,127.257111,36.487465,13.0,18.0,1,1,13.75
2284,1215,127.263266,36.494596,13.0,18.0,1,1,6.74
1969,1215,127.241019,36.517241,13.0,18.0,1,1,3.75
2788,1215,127.261445,36.504057,13.0,18.0,1,1,7.25
1514,1215,127.273492,36.505807,13.0,18.0,1,1,4.88
1857,1215,127.298771,36.483134,13.0,18.0,1,1,3.05
2445,1215,127.2884,36.480947,13.0,18.0,1,1,17.18
2214,1215,127.257419,36.507592,13.0,18.0,1,1,2.5
2508,1215,127.251964,36.475565,13.0,18.0,1,1,6.12
2333,1215,127.262997,36.493776,13.0,18.0,1,1,5.54
2571,1215,127.23313,36.515171,13.0,18.0,1,1,2.3
2781,1215,127.240966,36.493701,13.0,18.0,1,1,6.16
1640,1215,127.248994,36.493333,13.0,18.0,1,1,16.78
1731,1215,127.269877,36.491979,13.0,18.0,1,1,15.48
2795,1215,127.252272,36.494374,13.0,18.0,1,1,5.5
1507,1215,127.267443,36.504548,13.0,18.0,1,1,28.38
2060,1215,127.294162,36.483599,13.0,18.0,1,1,4.33
1864,1215,127.296539,36.487322,13.0,18.0,1,1,12.92
2438,1215,127.32453,36.491178,13.0,18.0,1,1,9.54
2340,1215,127.259276,36.512653,13.0,18.0,1,1,44.14
2802,1215,127.25786,36.487143,13.0,18.0,1,1,12.76
1500,1215,127.265634,36.496111,13.0,18.0,1,1,10.98
2578,1215,127.23724,36.520021,13.0,18.0,1,1,1.71
1962,1215,127.234859,36.516338,13.0,18.0,1,1,1.9
1724,1215,127.232504,36.522384,13.0,18.0,1,1,1.93
1647,1215,127.296809,36.610198,13.0,18.0,1,1,5.62
2655,1215,127.257618,36.508385,13.0,18.0,1,1,9.88
2452,1215,127.249473,36.519095,13.0,18.0,1,1,4.86
